tanggal,kk,cleaning,fresh,mesin,fg_item,fg_qty,berat_unit,fg,hold,reject,waste,trimming,scrap_usage,dl,eff_hour,dt_produksi,dt_teknik
12/03/2021,WOL21C0070,FALSE,14689.38,34,26685,410,38.4,15744,0,743,35,0,1882.25,2.7,48,2.32,0
13/03/2021,WOL21C0071,FALSE,7983.66,34,26685,222.8125,38.4,8556,0,404,20,0,1023,2.7,26,1.26,0
15/03/2021,WOL21C0076,FALSE,5373.16,34,26685,150,38.4,5760,0,270,13.2,0,688.5,2.7,18,0.84,0
16/03/2021,WOL21C0085,FALSE,5285.37,34,26685,147.5,38.4,5664,0,268,13,0,677.25,2.7,17,0.83,0
17/03/2021,WOL21C0090,FALSE,10108.34,34,26685,282.125,38.4,10833.6,0,511,25,0,1295.25,2.7,33,1.6,0
18/03/2021,WOL21C0094,FALSE,3338.23,34,26685,93.1875,38.4,3578.4,0,168,8.1,0,427.75,2.7,11,0.52,0
19/03/2021,WOL21C0098,FALSE,12974.42,34,26685,245,38.4,9408,0,4950,235,0,1662.5,2.7,29,15.47,0
20/03/2021,WOL21C0109,FALSE,9565.95,34,26685,267,38.4,10252.8,0,483,24,0,1225.75,2.7,31,1.51,0
22/03/2021,WOL21C0110,FALSE,15452.24,34,26685,269,38.4,10329.6,0,6750,300,0,1980,2.7,31,21.04,0
23/03/2021,WOL21C0118,FALSE,3152.88,34,26685,88,38.4,3379.2,0,159,8,0,404,2.7,11,0.49,0
24/03/2021,WOL21C0123,FALSE,13949.94,34,26685,389.5,38.4,14956.8,0,700,34,0,1787.5,2.7,45,2.19,0
25/03/2021,WOL21C0128,FALSE,9251.83,34,26685,258.25,38.4,9916.8,0,466,23,0,1185.5,2.7,30,1.45,0
26/03/2021,WOL21C0131,FALSE,10652.68,34,26685,297.5,38.4,11424,0,532,26,0,1365,2.7,35,1.66,0
27/03/2021,WOL21C0133,FALSE,29480.21,34,26685,665.5,38.4,25555.2,0,7250,352,0,3777.5,2.7,77,22.69,0
02/03/2021,WOD21C0009,TRUE,430,34,26685,0,38.4,0,0,0,428.7,0,0,2.7,0,0,0
03/03/2021,WOL21C0022,FALSE,9758.82,35,26547,194.4538043,36.8,7155.9,0,2450,124,0,0,2.7,22,7.68,0
04/03/2021,WOQ21C0004,FALSE,1666.28,35,26547,0,36.8,0,0,1580,81.2,0,0,2.7,0,4.95,0
08/03/2021,WOL21C0042,FALSE,553.64,35,26547,16,36.8,588.8,0,26,1.6,0,64.6,2.7,2,0.08,0
09/03/2021,WOL21C0043,FALSE,5562.09,35,26547,159,36.8,5851.2,0,325,16,0,649,2.7,18,1.01,0
10/03/2021,WOL21C0048,FALSE,2571.08,35,26547,73.36956522,36.8,2700,0,155,7.4,0,300,2.7,9,0.48,0
11/03/2021,WOL21C0051,FALSE,3479.52,35,26547,100.5,36.8,3698.4,0,167,8.3,0,406,2.7,12,0.52,0
12/03/2021,WOL21C0054,FALSE,6273.42,35,26547,181.25,36.8,6670,0,300,14.1,0,732,2.7,20,0.93,0
13/03/2021,WOL21C0055,FALSE,5382.12,35,26547,155.375,36.8,5717.8,0,263,11,0,628,2.7,18,0.81,0
14/03/2021,WOL21C0058,FALSE,6953.9,35,26547,200.5,36.8,7378.4,0,348,15.3,0,811.4,2.7,23,1.08,0
15/03/2021,WOL21C0066,FALSE,1093.56,35,26547,31.825,36.8,1171.16,0,44,2.3,0,127.6,2.7,4,0.13,0
16/03/2021,WOL21C0068,FALSE,3788.05,35,26547,109.5,36.8,4029.6,0,179,8.6,0,442,2.7,13,0.56,0
17/03/2021,WOL21C0073,FALSE,8193.16,35,26547,234,36.8,8611.2,0,486,24.1,0,956,2.7,26,1.51,0
18/03/2021,WOL21C0077,FALSE,690.3,35,26547,9.8,36.8,360.64,0,312,15.6,0,0,2.7,2,0.97,0
19/03/2021,WOL21C0079,FALSE,3861,35,26547,90,36.8,3312,0,512,25.3,0,0,2.7,10,1.6,0
23/03/2021,WOL21C0121,FALSE,7173.3,35,26547,205.5,36.8,7562.4,0,404,20,0,837,2.7,23,1.26,0
24/03/2021,WOL21C0125,FALSE,2416.81,35,26547,70,36.8,2576,0,109,5.6,0,282,2.7,8,0.34,0
25/03/2021,WOL21C0129,FALSE,5313.56,35,26547,151.875,36.8,5589,0,312,15,0,620,2.7,17,0.97,0
26/03/2021,WOL21C0139,FALSE,7498.97,35,26547,215.05,36.8,7913.84,0,415,20,0,875,2.7,24,1.29,0
27/03/2021,WOL21C0140,FALSE,9183.88,35,26547,265.8,36.8,9781.44,0,423,20,0,1071.6,2.7,30,1.32,0
29/03/2021,WOL21C0142,FALSE,7850.35,35,26547,228.1875,36.8,8397.3,0,328,15,0,916,2.7,26,1.02,0
30/03/2021,WOL21C0143,FALSE,2840.18,35,26547,81.875,36.8,3013,0,142,7,0,331.4,2.7,9,0.44,0
05/03/2021,WOD21C0010,TRUE,430,35,26547,0,36.8,0,0,0,428.7,0,0,0,0,0,0
01/03/2021,WOL21C0001,FALSE,5712.65,36,26685,159.5,38.4,6124.8,0,286,14.2,0,732,2.7,19,0.89,0
02/03/2021,WOL21C0013,FALSE,1625.22,36,26685,45.375,38.4,1742.4,0,81,4.5,0,208.25,2.7,6,0.25,0
03/03/2021,WOL21C0024,FALSE,9673.26,36,26685,270,38.4,10368,0,490,22,0,1239.5,2.7,31,1.52,0
05/03/2021,WOL21C0030,FALSE,8328.99,36,26685,232.5,38.4,8928,0,420,20,0,1067.25,2.7,27,1.31,0
06/03/2021,WOL21C0039,FALSE,6690.12,36,26685,186.75,38.4,7171.2,0,338,15.2,0,857.25,2.7,22,1.05,0
08/03/2021,WOL21C0046,FALSE,18437.33,36,26685,350.75,38.4,13468.8,0,6920,348,0,2362.5,2.7,41,21.69,0
09/03/2021,WOL21C0053,FALSE,9452.79,36,26685,263.8125,38.4,10130.4,0,480,22,0,1211.25,2.7,31,1.49,0
10/03/2021,WOL21C0059,FALSE,6502.82,36,26685,181.5,38.4,6969.6,0,329,15.1,0,833.25,2.7,21,1.02,0
11/03/2021,WOL21C0063,FALSE,10289.79,36,26685,287.375,38.4,11035.2,0,513,25,0,1318.5,2.7,33,1.6,0
12/03/2021,WOL21C0070,FALSE,3626.98,36,26685,101.25,38.4,3888,0,182,9.3,0,464.75,2.7,12,0.57,0
13/03/2021,WOL21C0071,FALSE,3106.06,36,26685,86.6875,38.4,3328.8,0,157,7.6,0,398,2.7,10,0.49,0
15/03/2021,WOL21C0076,FALSE,10600,36,26685,295.9375,38.4,11364,0,533,25,0,1358.25,2.7,34,1.66,0
16/03/2021,WOL21C0085,FALSE,10116.14,36,26685,282.375,38.4,10843.2,0,510,25,0,1296.25,2.7,33,1.59,0
17/03/2021,WOL21C0090,FALSE,2583.18,36,26685,72.125,38.4,2769.6,0,129,6.7,0,331,2.7,9,0.4,0
18/03/2021,WOL21C0094,FALSE,9419.62,36,26685,262.9375,38.4,10096.8,0,475,23,0,1207,2.7,31,1.48,0
19/03/2021,WOL21C0098,FALSE,5579.97,36,26685,105.625,38.4,4056,0,2120,100,0,715,2.7,13,6.62,0
20/03/2021,WOL21C0109,FALSE,12584.21,36,26685,351.25,38.4,13488,0,635,31,0,1612.5,2.7,41,1.98,0
22/03/2021,WOL21C0110,FALSE,8740.66,36,26685,151.75,38.4,5827.2,0,3820,184,0,1120,2.7,18,11.95,0
23/03/2021,WOL21C0118,FALSE,5566.32,36,26685,155.375,38.4,5966.4,0,280,14.1,0,713.25,2.7,18,0.87,0
24/03/2021,WOL21C0123,FALSE,6848.15,36,26685,191.25,38.4,7344,0,342,16.1,0,877.5,2.7,22,1.06,0
25/03/2021,WOL21C0128,FALSE,4432.76,36,26685,123.75,38.4,4752,0,222,12,0,568,2.7,15,0.69,0
26/03/2021,WOL21C0131,FALSE,17100.87,36,26685,477.4375,38.4,18333.6,0,858,42,0,2191.25,2.7,55,2.68,0
27/03/2021,WOL21C0133,FALSE,11686.73,36,26685,264,38.4,10137.6,0,2860,147,0,1497.5,2.7,31,8.97,0
28/03/2021,WOL21C0138,FALSE,2019.33,36,26685,56.25,38.4,2160,0,106,5.2,0,258.75,2.7,7,0.33,0
04/03/2021,WOD21C0011,TRUE,430,36,26685,0,38.4,0,0,0,428.7,0,0,2.7,0,0,0
01/03/2021,WOL21C0001,FALSE,17504.73,37,26685,488.625,38.4,18763.2,0,880,45,0,2243,2.7,57,2.76,0
02/03/2021,WOL21C0013,FALSE,11915,37,26685,332.625,38.4,12772.8,0,600,29,0,1526.75,2.7,39,1.87,0
03/03/2021,WOL21C0024,FALSE,5597.53,37,26685,156.25,38.4,6000,0,282,14,0,717.25,2.7,18,0.88,0
05/03/2021,WOL21C0030,FALSE,9601.07,37,26685,268,38.4,10291.2,0,485,23,0,1230.25,2.7,31,1.51,0
06/03/2021,WOL21C0039,FALSE,16127.3,37,26685,450.25,38.4,17289.6,0,809,40,0,2066.5,2.7,52,2.53,0
08/03/2021,WOL21C0046,FALSE,3492.36,37,26685,66.5,38.4,2553.6,0,1310,64.3,0,447.5,2.7,8,4.1,0
09/03/2021,WOL21C0053,FALSE,8789.44,37,26685,245.3125,38.4,9420,0,453,12.5,0,1126.25,2.7,29,1.38,0
10/03/2021,WOL21C0059,FALSE,6752.55,37,26685,188.5,38.4,7238.4,0,340,16.2,0,865.25,2.7,22,1.06,0
11/03/2021,WOL21C0063,FALSE,7164.22,37,26685,200,38.4,7680,0,362,15.6,0,918,2.7,23,1.12,0
12/03/2021,WOL21C0070,FALSE,6266.74,37,26685,175,38.4,6720,0,313,15.2,0,803,2.7,21,0.97,0
13/03/2021,WOL21C0071,FALSE,9591.31,37,26685,267.6875,38.4,10279.2,0,485,24,0,1229,2.7,31,1.51,0
15/03/2021,WOL21C0076,FALSE,6658.9,37,26685,185.9375,38.4,7140,0,333,16.3,0,853.25,2.7,22,1.04,0
16/03/2021,WOL21C0085,FALSE,2938.27,37,26685,82,38.4,3148.8,0,150,6,0,376.5,2.7,10,0.46,0
17/03/2021,WOL21C0090,FALSE,10525.86,37,26685,293.75,38.4,11280,0,533,26,0,1348.75,2.7,34,1.66,0
18/03/2021,WOL21C0094,FALSE,3825.99,37,26685,106.8125,38.4,4101.6,0,192,9.5,0,490.25,2.7,13,0.59,0
19/03/2021,WOL21C0098,FALSE,12272.04,37,26685,232.125,38.4,8913.6,0,4660,230,0,1572.5,2.7,27,14.59,0
20/03/2021,WOL21C0109,FALSE,6920.34,37,26685,193.125,38.4,7416,0,352,16,0,886.75,2.7,23,1.09,0
22/03/2021,WOL21C0110,FALSE,10535.62,37,26685,183.75,38.4,7056,0,4570,224,0,1350,2.7,22,14.31,0
23/03/2021,WOL21C0118,FALSE,9620.58,37,26685,268.5,38.4,10310.4,0,487,23,0,1232.75,2.7,31,1.52,0
24/03/2021,WOL21C0123,FALSE,4760.54,37,26685,133,38.4,5107.2,0,235,12,0,610,2.7,16,0.73,0
25/03/2021,WOL21C0128,FALSE,6020.91,37,26685,168,38.4,6451.2,0,306,15,0,771.5,2.7,20,0.96,0
26/03/2021,WOL21C0131,FALSE,8926.01,37,26685,249.375,38.4,9576,0,440,24,0,1143.75,2.7,29,1.38,0
27/03/2021,WOL21C0133,FALSE,9755.2,37,26685,220.5,38.4,8467.2,0,2380,125,0,1250,2.7,26,7.47,0
28/03/2021,WOL21C0138,FALSE,963.81,37,26685,26.75,38.4,1027.2,0,54,2.8,0,123.5,2.7,4,0.16,0
04/03/2021,WOD21C0012,TRUE,430,37,26685,0,38.4,0,0,0,428.7,0,0,2.7,0,0,0
18/03/2021,WOQ21C0007,FALSE,1099.6,38,26685,0,38.4,0,0,1195,60.8,0,160,2.7,0,3.74,0
18/03/2021,WOQ21C0008,FALSE,1951.04,38,26685,13.359375,38.4,513,0,1600,81.4,0,250,2.7,2,5.01,0
29/03/2021,WOQ21C0009,FALSE,975.52,38,26685,13.359375,38.4,513,0,560,24.2,0,125,2.7,2,1.74,0
01/03/2021,WOQ21C0001,FALSE,539.8,39,25279,0,12.84,0,0,541,37.05,0,40,2.7,2,0.3,0
01/03/2021,WOQ21C0002,FALSE,539.8,39,25279,0,12.84,0,0,550,28.05,0,40,2.7,2,0.35,0
01/03/2021,WOQ21C0003,FALSE,549.8,39,25279,0,12.84,0,0,567,21.05,0,40,2.7,2,0.69,0
04/03/2021,WOL21C0021,FALSE,13406.97,39,26310,820,17,13940,0,726,36,0,1340,2.7,69,3.72,0
11/03/2021,WOL21C0047,FALSE,19930.32,39,25279,1644.859813,12.84,21120,0,1564,76.7,0,2900,2.7,104.1,8,0
14/03/2021,WOL21C0060,FALSE,49069.83,39,25279,3118.380062,12.84,40040,0,15237,761.4,0,7140,2.7,196.2,77.96,0
24/03/2021,WOL21C0099,FALSE,45358.67,39,25279,3084.11215,12.84,39600,0,11620,580.2,0,6600,2.7,194.2,59.51,0
25/03/2021,WOL21C0116,FALSE,6475.66,39,25279,514.0186916,12.84,6600,0,309,15.5,0,470,2.7,33.3,1.58,0
02/03/2021,WOD21C0001,TRUE,537.5,39,25279,0,12.84,0,0,0,535.87,0,0,2.7,0,0,0
03/03/2021,WOD21C0014,TRUE,537.5,39,25279,0,12.84,0,0,0,535.87,0,0,2.7,0,0,0
03/03/2021,WOL21C0007,FALSE,17122.23,40,27243,1740,10,17400,0,1140,57,0,1530,2.7,86,5.84,0
05/03/2021,WOL21C0037,FALSE,9941.3,40,27243,1008,10,10080,0,684,34.3,0,890,2.7,50.2,3.5,0
07/03/2021,WOL21C0045,FALSE,9717.9,40,27243,978,10,9780,0,739,36.65,0,870,2.7,48.8,3.78,0
12/03/2021,WOL21C0061,FALSE,24350.6,40,27243,2448,10,24480,0,1876,93.7,0,2180,2.7,120.5,9.61,0
16/03/2021,WOL21C0083,FALSE,23680.4,40,27243,2184,10,21840,0,1684,84.2,0,0,2.7,107.6,8.63,0
17/03/2021,WOL21C0102,FALSE,6702,40,27243,675,10,6750,0,504,25.75,0,600,2.7,34,2.53,0
19/03/2021,WOL21C0113,FALSE,8265.8,40,27319,700,12,8400,0,551,27.55,0,740,2.7,42,2.82,0
21/03/2021,WOL21C0122,FALSE,8840.89,40,27319,800,12,9600,0,752,37.15,0,1580,2.7,47.9,3.85,0
21/03/2021,WOQ21C0005,FALSE,222,40,27319,0,12,0,0,229,12.27,0,20,2.7,2,0.2,0
21/03/2021,WOQ21C0006,FALSE,222,40,27319,0,12,0,0,231,10.27,0,20,2.7,2,0.2,0
26/03/2021,WOL21C0136,FALSE,26639.34,40,27319,1792.5,12,21510,0,9326,467.65,0,4760,2.7,106,47.77,0
02/03/2021,WOD21C0002,TRUE,537.5,40,27319,0,12,0,0,0,535.87,0,0,2.7,0,0,0
04/03/2021,WOD21C0015,TRUE,537.5,40,27319,0,12,0,0,0,535.87,0,0,2.7,0,0,0
02/03/2021,WOL21C0006,FALSE,11976.51,41,27391,1016.5,12,12198,0,771,37.75,0,1070,2.7,60.6,3.95,0
04/03/2021,WOL21C0026,FALSE,7164.29,41,27391,606.3333333,12,7276,0,481,23.5,0,640,2.7,36.5,2.46,0
06/03/2021,WOL21C0038,FALSE,10053,41,27391,856,12,10272,0,617,30.6,0,900,2.7,51.2,3.16,0
08/03/2021,WOL21C0044,FALSE,10053,41,27391,856,12,10272,0,617,30.6,0,900,2.7,51.2,3.16,0
10/03/2021,WOL21C0062,FALSE,11505.1,41,27391,963,12,11556,0,896,44.9,0,1030,2.7,57.4,4.59,0
12/03/2021,WOL21C0069,FALSE,10164.7,41,27391,856,12,10272,0,733,35.95,0,910,2.7,51.2,3.75,0
15/03/2021,WOL21C0084,FALSE,17983.7,41,27391,1391,12,16692,0,1178,58.85,0,0,2.7,82.5,6.03,0
17/03/2021,WOL21C0101,FALSE,9606.2,41,27391,802.5,12,9630,0,766,38.3,0,860,2.7,48,3.92,0
19/03/2021,WOL21C0114,FALSE,10946.45,41,27391,930.9,12,11170.8,0,685,34.3,0,980,2.7,55.6,3.51,0
21/03/2021,WOL21C0126,FALSE,10834.75,41,27391,908.6083333,12,10903.3,0,824,41.6,0,970,2.7,54.2,4.22,0
26/03/2021,WOL21C0137,FALSE,22786.8,41,27391,1926,12,23112,0,1561,78.1,0,2040,2.7,113.8,8,0
03/03/2021,WOD21C0003,TRUE,430,41,27391,0,12,0,0,0,428.7,0,0,2.7,0,0,0
05/03/2021,WOD21C0016,TRUE,537.5,41,27391,0,12,0,0,0,535.87,0,0,2.7,0,0,0
19/03/2021,WOL21C0088,FALSE,12510.4,42,27391,1050,12,12600,0,941,47.85,0,1120,2.7,62.5,4.82,0
23/03/2021,WOL21C0100,FALSE,11281.7,42,27391,945,12,11340,0,871,43.25,0,1010,2.7,56.4,4.46,0
25/03/2021,WOL21C0120,FALSE,6043.14,42,27391,549.5,12,6594,0,483,24.45,0,1080,2.7,33.2,2.48,0
20/03/2021,WOD21C0013,TRUE,537.5,42,27391,0,12,0,0,0,535.87,0,0,0,0,0,0
01/03/2021,WOL21C0008,FALSE,1027.2,43,27459,301.24,2.5,753.1,0,374,16.7,0,120,2.7,5,2.41,0
01/03/2021,WOL21C0009,FALSE,1377.62,43,27459,555.9,2.5,1389.75,0,136,7.18,0,160,2.7,9,0.88,0
02/03/2021,WOL21C0010,FALSE,5510.46,43,27459,2352,2.5,5880,0,240,12,0,640,2.7,37,1.55,0
02/03/2021,WOL21C0017,FALSE,944.35,43,27459,312.8,2.5,782,0,257,12.2,0,110,2.7,5,1.66,0
03/03/2021,WOL21C0018,FALSE,858,43,27459,251.6,2.5,629,0,311,15.1,0,100,2.7,4,2.01,0
03/03/2021,WOL21C0019,FALSE,1888.7,43,27459,364.8,2.5,912,0,1140,50.3,0,220,2.7,6,7.34,0
04/03/2021,WOL21C0020,FALSE,4206.65,43,27459,1746.08,2.5,4365.2,0,302,15.2,0,490,2.7,27,1.95,0
09/05/2021,WOL21E0018,FALSE,10077.12,28,26685,268.625,38.4,10315.2,0,501.6,2,0,774.75,2.7,31.8,1.5,0
10/05/2021,WOL21E0020,FALSE,1705.21,28,26685,45.5,38.4,1747.2,0,83.55,0,0,131.1,2.7,6.23,0.24,0
18/05/2021,WOL21E0021,FALSE,5845.32,28,26685,155.75,38.4,5980.8,0,293.75,1,0,449.4,2.7,18.85,0.87,0
19/05/2021,WOL21E0024,FALSE,7092.03,28,26685,198,38.4,7603.2,0,372.2,1,0,908.75,2.7,23.7,1.11,0
20/05/2021,WOL21E0026,FALSE,5620.95,28,26685,156.875,38.4,6024,0,296.95,1,0,720.25,2.7,19,0.88,0
21/05/2021,WOL21E0029,FALSE,7513.46,28,26685,209.75,38.4,8054.4,0,395,1,0,962.75,2.7,25.05,1.18,0
23/05/2021,WOL21E0032,FALSE,8291.92,28,26685,221.1875,38.4,8493.6,0,407.6,1,0,637.5,2.7,26.35,1.21,0
24/05/2021,WOL21E0033,FALSE,2770.87,28,26685,77.5,38.4,2976,0,141.1,0,0,355.75,2.7,9.88,0.42,0
25/05/2021,WOL21E0034,FALSE,15674.96,28,26685,354,38.4,13593.6,0,4020.95,19,0,2012.5,2.7,41.58,12.05,0
27/05/2021,WOL21E0038,FALSE,8604.09,28,26685,229.375,38.4,8808,0,427.35,2,0,661.5,2.7,27.3,1.28,0
29/05/2021,WOL21E0041,FALSE,16550.67,28,26685,462,38.4,17740.8,0,870,4,0,2120.75,2.7,54,2.6,0
31/05/2021,WOL21E0043,FALSE,14800.59,28,26685,398.125,38.4,15288,0,750.15,3,0,1289.62,2.7,46.65,2.24,0
08/05/2021,WOD21E0005,TRUE,430,28,26685,0,38.4,0,0,0,428.7,0,0,2.7,0,0,0
03/05/2021,WOL21E0001,FALSE,3033.87,29,26547,64.9,36.8,2388.32,0,721.6,3,0,88.5,2.7,8.13,2.16,0
28/05/2021,WOL21E0052,FALSE,9135.89,29,26547,263.875,36.8,9710.6,0,459,2,0,1066,2.7,29.99,1.37,0
02/05/2021,WOL21E0005,FALSE,6573.75,30,26685,183.5,38.4,7046.4,0,348,1,0,844,2.7,22.03,1.04,0
04/05/2021,WOL21E0006,FALSE,10697.92,30,26685,298.625,38.4,11467.2,0,565.4,2,0,1373.5,2.7,35.23,1.69,0
06/05/2021,WOL21E0010,FALSE,11425.05,30,26685,282,38.4,10828.8,0,559.45,2,0,0,2.7,33.32,1.67,0
11/05/2021,WOL21E0014,FALSE,4563,30,26685,112.5,38.4,4320,0,228.1,1,0,0,2.7,13.9,0.68,0
11/05/2021,WOL21E0020,FALSE,1147.21,30,26685,30.625,38.4,1176,0,55.65,0,0,88.2,2.7,4.51,0.16,0
18/05/2021,WOL21E0019,FALSE,3498.3,30,26685,86.875,38.4,3336,0,151.65,0,0,0,2.7,10.96,0.45,0
21/05/2021,WOQ21E0003,FALSE,234,30,26685,0,38.4,0,0,233.29,0,0,0,2.7,0,0,0
28/05/2021,WOL21E0039,FALSE,11817,30,26685,287,38.4,11020.8,0,757.2,3,0,0,2.7,33.9,2.26,0
29/05/2021,WOL21E0044,FALSE,4009.39,30,26685,108,38.4,4147.2,0,198.25,0,0,349.35,2.7,13.38,0.59,0
30/05/2021,WOL21E0048,FALSE,7772.94,30,26685,209.25,38.4,8035.2,0,388.3,1,0,677.28,2.7,24.99,1.16,0
31/05/2021,WOL21E0050,FALSE,19301.64,30,26685,519.75,38.4,19958.4,0,957.05,4,0,1681.81,2.7,60.58,2.86,0
03/05/2021,WOD21E0006,TRUE,430,30,26685,0,38.4,0,0,0,428.7,0,0,0,0,0,0
07/05/2021,WOL21E0007,FALSE,16778.94,31,26685,489.625,38.4,18801.6,0,923,4,0,3010,2.7,57.12,2.76,0
10/05/2021,WOL21E0018,FALSE,13140.25,31,26685,350.125,38.4,13444.8,0,659.55,3,0,1010.25,2.7,41.13,1.97,0
11/05/2021,WOL21E0020,FALSE,3004.6,31,26685,80.125,38.4,3076.8,0,149,0,0,231,2.7,10.18,0.44,0
17/05/2021,WOL21E0021,FALSE,5767.27,31,26685,153.6875,38.4,5901.6,0,289.15,1,0,443.4,2.7,18.62,0.86,0
18/05/2021,WOL21E0024,FALSE,7121.3,31,26685,198.875,38.4,7636.8,0,371.5,1,0,912.5,2.7,23.8,1.11,0
20/05/2021,WOL21E0026,FALSE,9597.17,31,26685,267.875,38.4,10286.4,0,505.5,2,0,1229.75,2.7,31.71,1.51,0
21/05/2021,WOL21E0029,FALSE,10045.9,31,26685,280.5,38.4,10771.2,0,525.4,2,0,1287.25,2.7,33.15,1.57,0
23/05/2021,WOL21E0032,FALSE,9852.75,31,26685,262.875,38.4,10094.4,0,481.5,2,0,757.5,2.7,31.13,1.44,0
24/05/2021,WOL21E0033,FALSE,3654.89,31,26685,102.25,38.4,3926.4,0,185.2,0,0,469.25,2.7,12.72,0.55,0
27/05/2021,WOL21E0034,FALSE,12364.72,31,26685,279.75,38.4,10742.4,0,3152.3,15,0,1587.5,2.7,33.07,9.45,0
28/05/2021,WOL21E0038,FALSE,10711.21,31,26685,285.625,38.4,10968,0,529.55,2,0,823.5,2.7,33.74,1.58,0
30/05/2021,WOL21E0038,FALSE,11934.51,31,26685,333.125,38.4,12792,0,627.7,3,0,1529.25,2.7,39.19,1.88,0
31/05/2021,WOL21E0043,FALSE,18240.27,31,26685,490.625,38.4,18840,0,925.15,4,0,1589.33,2.7,57.24,2.77,0
06/05/2021,WOD21E0004,TRUE,430,31,26685,0,38.4,0,0,0,428.7,0,0,2.7,0,0,0
03/05/2021,WOL21E0001,FALSE,10455.71,32,26547,222.725,36.8,8196.28,0,2520.5,12,0,305,2.7,25.47,7.55,0
05/05/2021,WOL21E0008,FALSE,479.92,32,26547,13.95,36.8,513.36,0,20.93,0,0,56,2.7,2.53,0.06,0
06/05/2021,WOL21E0009,FALSE,1199.84,32,26547,34.8,36.8,1280.64,0,55.2,0,0,140,2.7,4.82,0.16,0
07/05/2021,WOL21E0011,FALSE,2808,32,26547,72.725,36.8,2676.28,0,122.2,1,0,0,2.7,8.99,0.36,0
21/05/2021,WOL21E0037,FALSE,10421.42,32,26547,284.5,36.8,10469.6,0,524,3,0,608,2.7,32.25,1.57,0
24/05/2021,WOL21E0040,FALSE,3556.65,32,26547,102.125,36.8,3758.2,0,200.4,1,0,415,2.7,12.22,0.6,0
25/05/2021,WOL21E0042,FALSE,3345.83,32,26547,91.5,36.8,3367.2,0,162.1,1,0,195.2,2.7,11.05,0.48,0
08/05/2021,WOD21E0010,TRUE,322.5,32,26547,0,36.8,0,0,0,321.52,0,0,2.7,0,0,0
03/05/2021,WOL21E0005,FALSE,8614.41,33,26685,240.5,38.4,9235.2,0,454,2,0,1106,2.7,28.57,1.36,0
05/05/2021,WOL21E0006,FALSE,9358.24,33,26685,261.25,38.4,10032,0,493.55,2,0,1201.5,2.7,30.95,1.47,0
07/05/2021,WOL21E0010,FALSE,10804.95,33,26685,266.75,38.4,10243.2,0,526.8,2,0,0,2.7,31.58,1.57,0
11/05/2021,WOL21E0014,FALSE,11700,33,26685,288.75,38.4,11088,0,574.35,2,0,0,2.7,34.1,1.72,0
18/05/2021,WOL21E0019,FALSE,10541.7,33,26685,262,38.4,10060.8,0,446.75,2,0,0,2.7,31.03,1.33,0
11/05/2021,WOL21E0020,FALSE,3507.97,33,26685,93.625,38.4,3595.2,0,170,1,0,269.7,2.7,11.73,0.51,0
17/05/2021,WOL21E0021,FALSE,3800.63,33,26685,101.25,38.4,3888,0,192.35,0,0,292.2,2.7,12.61,0.57,0
18/05/2021,WOL21E0024,FALSE,2955.83,33,26685,82.5,38.4,3168,0,156.45,0,0,378.75,2.7,10.46,0.46,0
22/05/2021,WOL21E0028,FALSE,18603,33,26685,454.6875,38.4,17460,0,1081.3,5,0,0,2.7,53.12,3.24,0
24/05/2021,WOL21E0035,FALSE,17316,33,26685,420.875,38.4,16161.6,0,1096.6,5,0,0,2.7,49.24,3.28,0
25/05/2021,WOL21E0039,FALSE,6903,33,26685,168,38.4,6451.2,0,428.75,2,0,0,2.7,20.26,1.28,0
27/05/2021,WOL21E0043,FALSE,907.23,33,26685,24.375,38.4,936,0,47.3,0,0,79.05,2.7,3.79,0.14,0
28/05/2021,WOL21E0044,FALSE,4380.08,33,26685,118,38.4,4531.2,0,215.02,1,0,381.65,2.7,14.53,0.64,0
29/05/2021,WOL21E0048,FALSE,9396.21,33,26685,253,38.4,9715.2,0,466.6,2,0,818.72,2.7,30,1.39,0
31/05/2021,WOL21E0050,FALSE,16597.5,33,26685,447,38.4,17164.8,0,819.9,4,0,1446.19,2.7,52.24,2.45,0
06/05/2021,WOD21E0007,TRUE,430,33,26685,0,38.4,0,0,0,428.7,0,0,0,0,0,0
03/05/2021,WOL21E0001,FALSE,15477.87,35,26547,331.875,36.8,12213,0,3650.25,18,0,451.5,2.7,37.46,10.95,0
05/05/2021,WOL21E0008,FALSE,2262.46,35,26547,65.25,36.8,2401.2,0,116.6,1,0,264,2.7,8.17,0.35,0
20/05/2021,WOL21E0031,FALSE,16283.48,35,26547,443.75,36.8,16330,0,848,4,0,950,2.7,49.75,2.54,0
21/05/2021,WOL21E0037,FALSE,20945.69,35,26547,571.75,36.8,21040.4,0,1055,5,0,1222,2.7,63.81,3.16,0
24/05/2021,WOL21E0040,FALSE,2613.93,35,26547,75,36.8,2760,0,149.1,1,0,305,2.7,9.25,0.44,0
25/05/2021,WOL21E0042,FALSE,2139.13,35,26547,58.5,36.8,2152.8,0,103.3,1,0,124.8,2.7,7.43,0.31,0
25/05/2021,WOL21E0049,FALSE,9084.47,35,26547,262.5,36.8,9660,0,451.6,2,0,1060,2.7,29.84,1.35,0
27/05/2021,WOL21E0051,FALSE,16283.48,35,26547,443.75,36.8,16330,0,847,4,0,950,2.7,49.75,2.54,0
