tanggal,kk,cleaning,trial,rm,mesin,fg_item,fg_qty,berat_unit,fg,hold,reject,waste,trimming,scrap_usage,dl,eff_hour,dt_produksi,dt_teknik
04/06/2021,WOC21F0008,FALSE,FALSE,2083.64,48,29372,2025,1,2025,0,0,58,0,0,3,7.2,1,0
04/06/2021,WOC21F0011,FALSE,FALSE,4976.22,46,24698,4910,1,4910,0,0,65,0,0,3,17,2,0
07/06/2021,WOC21F0009,FALSE,FALSE,4989.11,48,24698,4850,1,4850,0,0,137,0,0,3,17,1,0
07/06/2021,WOC21F0012,FALSE,FALSE,4835.54,46,24698,4700,1,4700,0,0,134,0,0,3,16,2,0
07/06/2021,WOC21F0013,FALSE,FALSE,5068.73,48,24698,5050,1,5050,0,0,17,0,0,3,17.5,0.3,0
07/06/2021,WOC21F0014,FALSE,FALSE,3155.21,46,29372,3075,1,3075,0,0,79,0,0,3,10.5,0.3,0
08/06/2021,WOC21F0015,FALSE,FALSE,2960.01,48,29372,2950,1,2950,0,0,9,0,0,3,10,0.2,0
08/06/2021,WOC21F0016,FALSE,FALSE,3534.44,46,24698,3500,1,3500,0,0,33.5,0,0,3,12,0.3,0
08/06/2021,WOC21F0017,FALSE,FALSE,1025.28,48,24698,1000,1,1000,0,0,25,0,0,3,3.4,0.1,0
09/06/2021,WOC21F0018,FALSE,FALSE,1922.06,48,24698,1900,1,1900,0,0,21.5,0,0,3,6.5,0.2,0
09/06/2021,WOC21F0019,FALSE,FALSE,5093.14,48,24698,5025,1,5025,0,0,67,0,0,3,17.5,0.5,0
09/06/2021,WOC21F0021,FALSE,FALSE,6150.3,46,29372,6050,1,6050,0,0,104,0,0,3,21,2,0
09/06/2021,WOC21F0023,FALSE,FALSE,1096.42,46,29372,1075,1,1075,0,0,21,0,0,3,4,0.2,0
10/06/2021,WOC21F0022,FALSE,FALSE,5094.17,48,24698,5050,1,5050,0,0,42,0,0,3,17,0.5,1
10/06/2021,WOC21F0024,FALSE,FALSE,606.23,48,24698,600,1,600,0,0,6,0,0,3,2.1,0.2,0
10/06/2021,WOC21F0026,FALSE,FALSE,983.93,46,29372,925,1,925,0,0,58.5,0,0,3,3.2,0.5,0
11/06/2021,WOC21F0025,FALSE,FALSE,7537.63,48,24698,7425,1,7425,0,0,110,0,0,3,25.5,2,0
11/06/2021,WOC21F0029,FALSE,FALSE,565.9,48,24698,550,1,550,0,0,14.5,0,0,3,2,0.2,0
11/06/2021,WOC21F0032,FALSE,FALSE,5163.46,48,24698,5050,1,5050,0,0,112,0,0,3,17.2,2,0
14/06/2021,WOC21F0027,FALSE,FALSE,14109.19,46,29372,12705,1,12705,0,150,1250,0,150,3,43,2,0
14/06/2021,WOC21F0028,FALSE,FALSE,2198.5,46,29372,2147,1,2147,0,0,50.5,0,0,3,7.5,1,0
15/06/2021,WOC21F0030,FALSE,FALSE,6572.58,48,29372,6400,1,6400,0,0,170,0,0,3,22,2,0
15/06/2021,WOC21F0031,FALSE,FALSE,2367.7,48,29372,2300,1,2300,0,0,67,0,0,3,8,0.3,0
16/06/2021,WOC21F0033,FALSE,FALSE,7664.9,48,24698,7500,1,7500,0,0,163,0,0,3,26,2,0
16/06/2021,WOC21F0034,FALSE,FALSE,9978.75,46,24698,9700,1,9700,0,0,275,0,0,3,33,2,0
17/06/2021,WOC21F0035,FALSE,FALSE,3156.21,46,29372,3075,1,3075,0,0,80,0,0,3,11,1.3,0
17/06/2021,WOC21F0038,FALSE,FALSE,2023.3,48,29372,2000,1,2000,0,0,22.5,0,0,3,9,0.3,0
18/06/2021,WOC21F0036,FALSE,FALSE,5192.12,48,24698,5100,1,5100,0,0,90.5,0,0,3,17.5,0.2,0
18/06/2021,WOC21F0037,FALSE,FALSE,5012.35,46,24698,4900,1,4900,0,0,111,0,0,3,17,2,0
18/06/2021,WOC21F0040,FALSE,FALSE,2075,48,24698,2025,1,2025,0,0,49.5,0,0,3,7,0.2,0
18/06/2021,WOC21F0041,FALSE,FALSE,6116.62,46,24698,5950,1,5950,0,0,165,0,0,3,20.3,2,1
21/06/2021,WOC21F0020,FALSE,FALSE,6474.39,48,29372,6350,1,6350,0,0,122,0,0,3,23,2,0
21/06/2021,WOC21F0039,FALSE,FALSE,5949,48,29372,5825,1,5825,0,0,122,0,0,3,20.2,0.3,0
21/06/2021,WOC21F0042,FALSE,FALSE,5246.25,46,24698,5100,1,5100,0,0,144,0,0,3,18,3,0
21/06/2021,WOC21F0045,FALSE,FALSE,1112.31,48,24698,1075,1,1075,0,0,36.5,0,0,3,4,0.2,0
23/06/2021,WOC21F0043,FALSE,FALSE,11815.57,46,24698,11650,1,11650,0,0,162,0,0,3,39.5,2,0
28/06/2021,WOC21F0044,FALSE,FALSE,3964.3,48,24698,3900,1,3900,0,0,53,0,0,3,13.5,1,0
28/06/2021,WOC21F0046,FALSE,FALSE,8489.65,46,24698,8250,1,8250,0,100,136,0,100,3,28.5,2,0
28/06/2021,WOC21F0047,FALSE,FALSE,10124.38,48,24698,10025,1,10025,0,0,96.8,0,0,3,34,1.3,0
28/06/2021,WOC21F0048,FALSE,FALSE,5183.44,46,24698,5150,1,5150,0,0,32,0,0,3,18,1,0
28/06/2021,WOC21F0049,FALSE,FALSE,887.57,48,29372,875,1,875,0,0,12.3,0,0,3,3,0.2,0
11/06/2021,WOA21F0001,FALSE,TRUE,232.39,46,29372,200,1,200,0,0,32.2,0,0,3,0.7,0.1,0
02/06/2021,WOB21F0001,TRUE,FALSE,136.9,48,24698,0,1,0,0,0,136.8,0,0,3,0,0,0
03/06/2021,WOB21F0002,TRUE,FALSE,136.9,46,24698,0,1,0,0,0,136.8,0,0,3,0,0,0
11/06/2021,WOB21F0003,TRUE,FALSE,136.9,48,24698,0,1,0,0,0,136.8,0,0,3,0,0,0
15/06/2021,WOB21F0004,TRUE,FALSE,136.9,46,24698,0,1,0,0,0,136.8,0,0,3,0,0,0
03/05/2021,WOC21E0001,FALSE,FALSE,4999.48,48,24698,4850,1,4850,0,0,148,0,0,3,16.5,1,0
03/05/2021,WOC21E0002,FALSE,FALSE,2136.57,48,29372,2075,1,2075,0,0,61,0,0,3,7.2,0.3,0
03/05/2021,WOC21E0003,FALSE,FALSE,1529.69,46,24698,1500,1,1500,0,0,29,0,0,3,5.3,2,0
03/05/2021,WOC21E0004,FALSE,FALSE,1865.64,46,24698,1825,1,1825,0,0,40,0,0,3,6.5,2,0
03/05/2021,WOC21E0005,FALSE,FALSE,1012.72,48,29372,1000,1,1000,0,0,12,0,0,3,3.4,0.3,0
04/05/2021,WOC21E0006,FALSE,FALSE,3114.58,48,24698,3025,1,3025,0,0,88,0,0,3,10.4,1,0
04/05/2021,WOC21E0010,FALSE,FALSE,1580.52,48,29372,1550,1,1550,0,0,30,0,0,3,5.3,0.3,0
05/05/2021,WOC21E0009,FALSE,FALSE,5063.51,48,24698,4975,1,4975,0,0,87,0,0,3,17,1,0
05/05/2021,WOC21E0012,FALSE,FALSE,10098.64,46,24698,9900,1,9900,0,0,195,0,0,3,34,4,0
05/05/2021,WOC21E0013,FALSE,FALSE,2600.91,48,24698,2575,1,2575,0,0,25,0,0,3,8.9,2,0
06/05/2021,WOC21E0011,FALSE,FALSE,10025.22,48,24698,9900,1,9900,0,0,122,0,0,3,34,4,0
07/05/2021,WOC21E0014,FALSE,FALSE,3114.61,48,24698,3025,1,3025,0,0,88,0,0,3,10.4,0.5,0
07/05/2021,WOC21E0015,FALSE,FALSE,9607.34,46,29372,9325,1,9325,0,0,278,0,0,3,32,2,0
10/05/2021,WOC21E0016,FALSE,FALSE,4938.94,48,24698,4900,1,4900,0,0,37,0,0,3,17,3,0
11/05/2021,WOC21E0017,FALSE,FALSE,6011.5,46,24698,5975,1,5975,0,0,35,0,0,3,20.5,2,0
17/05/2021,WOC21E0019,FALSE,FALSE,4938.94,48,24698,4900,1,4900,0,0,37,0,0,3,16.9,0.3,0
18/05/2021,WOC21E0018,FALSE,FALSE,4616.7,48,29372,4500,1,4500,0,0,115,0,0,3,15.7,2,0
18/05/2021,WOC21E0021,FALSE,FALSE,6327.33,46,24698,6275,1,6275,0,0,50,0,0,3,21.6,0.3,0
19/05/2021,WOC21E0007,FALSE,FALSE,998.7,48,29372,975,1,975,0,0,23,0,0,3,3.3,0.2,0
19/05/2021,WOC21E0008,FALSE,FALSE,2005.48,48,29372,1985,1,1985,0,0,20,0,0,3,7,0.2,0
19/05/2021,WOC21E0020,FALSE,FALSE,5021.08,46,24698,4925,1,4925,0,0,94,0,0,3,17.4,1,0
20/05/2021,WOC21E0022,FALSE,FALSE,2417.96,46,29372,2350,1,2350,0,0,67,0,0,3,8.2,2,0
20/05/2021,WOC21E0024,FALSE,FALSE,10246.21,48,24698,10125,1,10125,0,0,118,0,0,3,34,2.3,0
21/05/2021,WOC21E0023,FALSE,FALSE,6132.27,48,24698,6100,1,6100,0,0,30,0,0,3,21,0.52,0
21/05/2021,WOC21E0026,FALSE,FALSE,443.76,48,29372,435,1,435,0,0,8.2,0,0,3,1.5,0.15,0
24/05/2021,WOC21E0025,FALSE,FALSE,11951.19,48,24698,11825,1,11825,0,0,123,0,0,3,40.5,4,0
25/05/2021,WOC21E0027,FALSE,FALSE,2030.7,48,29372,1975,1,1975,0,0,55,0,0,3,6.8,0.45,0
20/05/2021,WOA21E0001,FALSE,TRUE,64.2,46,29372,40,1,40,0,0,24,0,0,3,0.15,0.1,0
20/05/2021,WOA21E0002,FALSE,TRUE,116.17,46,29372,75,1,75,0,0,41,0,0,3,0.3,0.1,0
03/05/2021,WOB21E0001,TRUE,FALSE,136.9,48,24698,0,1,0,0,0,136,0,0,3,0,0,0
05/05/2021,WOB21E0002,TRUE,FALSE,136.9,46,24698,0,1,0,0,0,136,0,0,3,0,0,0
19/05/2021,WOB21E0003,TRUE,FALSE,136.9,48,24698,0,1,0,0,0,136.8,0,0,3,0,0,0
05/04/2021,WOC21D0001,FALSE,FALSE,7684.33,46,24698,7550,1,7550,0,0,132,0,0,3,26.17,5,0
05/04/2021,WOC21D0003,FALSE,FALSE,5073.53,48,29372,5025,1,5025,0,0,47,0,0,3,17,1,0
05/04/2021,WOC21D0004,FALSE,FALSE,3035.19,48,24698,2950,1,2950,0,0,84,0,0,3,10,1.3,0
05/04/2021,WOC21D0005,FALSE,FALSE,4610.58,48,24698,4550,1,4550,0,0,59,0,0,3,16,1,0
05/04/2021,WOC21D0006,FALSE,FALSE,4766.13,46,24698,4760,1,4760,0,0,4,0,0,3,16.5,2,0
06/04/2021,WOC21D0002,FALSE,FALSE,5303.12,46,24698,5175,1,5175,0,0,126,0,0,3,18,3,0
06/04/2021,WOC21D0007,FALSE,FALSE,5087.14,48,24698,5010,1,5010,0,0,75,0,0,3,17,1.3,0
07/04/2021,WOC21D0008,FALSE,FALSE,4968.44,48,24698,4950,1,4950,0,0,17,0,0,3,17,1,0
07/04/2021,WOC21D0009,FALSE,FALSE,4762.94,46,24698,4725,1,4725,0,0,36,0,0,3,16,2,0
07/04/2021,WOC21D0010,FALSE,FALSE,3105.28,48,24698,3050,1,3050,0,0,54,0,0,3,10.8,1.3,0
07/04/2021,WOC21D0012,FALSE,FALSE,3106.26,46,24698,3025,1,3025,0,0,80,0,0,3,10.3,0.3,0
08/04/2021,WOC21D0011,FALSE,FALSE,5058.42,48,24698,5000,1,5000,0,0,57,0,0,3,17.5,1,0
08/04/2021,WOC21D0013,FALSE,FALSE,5060.26,46,24698,5000,1,5000,0,0,58,0,0,3,17.6,2,0
08/04/2021,WOC21D0016,FALSE,FALSE,1442.21,46,24698,1400,1,1400,0,0,41,0,0,3,5,2,0
09/04/2021,WOC21D0014,FALSE,FALSE,4152.81,48,24698,4100,1,4100,0,0,51,0,0,3,14,0.3,0
09/04/2021,WOC21D0015,FALSE,FALSE,2832.05,48,24698,2800,1,2800,0,0,31,0,0,3,10,0.2,0
09/04/2021,WOC21D0017,FALSE,FALSE,9805.25,46,29372,8975,1,8975,0,0,827,0,0,3,31,4,0
