tanggal,kk,mesin,fg_item,fg_qty,berat_unit,fg,hold,reject,waste,trimming,scrap_usage,dl,eff_hour,dt_produksi,dt_teknik,cleaning
07/03/2021,CR21/09,8,2851,237.86,8.4504,2010,0,565,0,0,1275,2,19.5,4.5,0,FALSE
08/03/2021,CR21/09,8,2851,256.67,8.4504,2169,0,449,0,0,1292,2,21.5,2.5,0,FALSE
09/03/2021,CR21/09,8,2851,40.23,8.4504,340,0,0,0,0,170,2,4,0,0,FALSE
25/03/2021,CR21/09,8,2851,0,8.4504,0,0,206,0,0,100,2,0,4,0,FALSE
26/03/2021,CR21/09,8,2851,76.33,8.4504,645,0,200,0,0,413,2,7,1,0,FALSE
29/03/2021,CR21/09,8,2851,57.04,8.4504,482,0,36,0,0,255,2,4.5,0.5,0,FALSE
07/04/2021,CR21/011,8,2851,205.55,8.4504,1737,0,210,30,0,950,2,16.5,2.5,0,FALSE
08/04/2021,CR21/011,8,2851,271.82,8.4504,2297,0,488,0,0,1377,2,18.75,5.25,0,FALSE
09/04/2021,CR21/011,8,2851,273.12,8.4504,2308,0,760,0,0,1518,2,18.5,4.5,0,FALSE
10/04/2021,CR21/011,8,2851,187.09,8.4504,1581,0,828,0,0,1186,2,13.25,9,0.5,FALSE
11/04/2021,CR21/011,8,2851,166.86,8.4504,1410,0,726,0,0,1052,2,13.5,6.5,0,FALSE
12/04/2021,CR21/011,8,2851,202.71,8.4504,1713,0,765,0,0,1215,2,16,7,0,FALSE
13/04/2021,CR21/011,8,2851,139.17,8.4504,1176,0,950,0,0,1053,2,11,11.5,0,FALSE
14/04/2021,CR21/011,8,2851,147.45,8.4504,1246,0,150,0,0,685,2,11.5,2,0,FALSE
03/02/2021,CR21/04,8,2851,99.29,8.4504,839,0,1435,0,0,989,2,9.5,10.5,1,FALSE
04/02/2021,CR21/04,8,2851,24.26,8.4504,205,0,900,0,0,537,2,2,6.5,0,FALSE
05/02/2021,CR21/04,8,2851,258.8,8.4504,2187,0,230,0,0,1158,2,20.5,2,0,FALSE
06/02/2021,CR21/04,8,2851,168.75,8.4504,1426,0,815,0,0,1171,2,12.5,8.5,0,FALSE
07/02/2021,CR21/04,8,2851,180.7,8.4504,1527,0,560,0,0,975,2,15.67,6,0,FALSE
09/03/2021,CR21/08,8,2851,205.43,8.4504,1736,0,470,0,0,1064,2,16.5,3.5,0,FALSE
10/03/2021,CR21/08,8,2851,262.83,8.4504,2221,0,270,0,0,1227,2,20,2.5,0,FALSE
12/03/2021,CR21/08,8,2851,212.77,8.4504,1798,0,444,0,0,1092,2,16,4.5,0,FALSE
13/03/2021,CR21/08,8,2851,158.81,8.4504,1342,0,385,0,0,837,2,12.25,3,0,FALSE
26/03/2021,CR21/010,8,2851,165.08,8.4504,1395,0,395,0,0,881,2,11,2,3,FALSE
27/03/2021,CR21/010,8,2851,298.8,8.4504,2525,0,240,0,0,1353,2,22.5,1.5,0,FALSE
28/03/2021,CR21/010,8,2851,272.89,8.4504,2306,0,555,0,0,1472,2,20,4,0,FALSE
02/01/2021,JW21/01,7,4870,1875,1,1875,0,0,75,0,0,2,17.92,1.08,0,FALSE
03/01/2021,JW21/01,7,4870,2525,1,2525,0,0,0,0,0,2,22.5,1.5,0,FALSE
07/01/2021,JW21/04,7,4870,1025,1,1025,0,0,0,0,0,2,10.25,0,0,FALSE
08/01/2021,JW21/04,7,4870,2400,1,2400,0,25,0,0,0,2,23.67,0.33,0,FALSE
09/01/2021,JW21/04,7,4870,2000,1,2000,0,50,0,0,0,2,21.67,0.17,0,FALSE
04/01/2021,JW21/02,7,4872,1575,1,1575,0,25,0,0,0,2,16,1,0,FALSE
05/01/2021,JW21/02,7,4872,1525,1,1525,0,0,0,0,0,2,15.67,0,0,FALSE
05/01/2021,JW21/03,7,4872,700,1,700,0,0,20,0,0,2,7,0.33,0.67,FALSE
06/01/2021,JW21/03,7,4872,1850,1,1850,0,0,20,0,0,2,19.67,0.33,2,FALSE
07/01/2021,JW21/03,7,4872,1275,1,1275,0,0,0,0,0,2,13.75,0,0,FALSE
29/01/2021,ST21/04,9,4618,504.31,4.61822,2329,0,25,0,445,0,3,13.42,0.58,0,FALSE
30/01/2021,ST21/04,9,4618,642.67,4.61822,2968,0,0,14,524,700,3,15.67,0.33,0,FALSE
27/04/2021,ST21/030,9,4618,164.57,4.61822,760,0,883,0,102,460,4,4,2.67,0,FALSE
28/04/2021,ST21/030,9,4618,930.23,4.61822,4296,0,540,12,698,330,4,20.5,3.5,0,FALSE
29/04/2021,ST21/030,9,4618,271.32,4.61822,1253,0,210,0,250,40,4,6.67,0.5,0,FALSE
25/01/2021,ST21/02,9,4618,535.05,4.61822,2471,0,345,0,384,0,3,14.5,1.5,0,FALSE
26/01/2021,ST21/02,9,4618,930.88,4.61822,4299,0,35,0,756,540,3,23.92,0.08,0,FALSE
27/01/2021,ST21/02,9,4618,272.18,4.61822,1257,0,73,0,230,210,3,7,0.17,0,FALSE
15/02/2021,ST21/06,9,4618,413.58,4.61822,1910,0,185,25,300,0,4,10.67,1,0,FALSE
16/02/2021,ST21/06,9,4618,861.15,4.61822,3977,0,136,0,686,0,4,23.83,0.17,0,FALSE
17/02/2021,ST21/06,9,4618,389.98,4.61822,1801,0,44,0,305,150,4,10.33,0.08,0,FALSE
09/04/2021,ST21/023,9,4618,687.71,4.61822,3176,0,461,6,497,790,4,13.67,0.83,1,FALSE
10/04/2021,ST21/023,9,4618,631.63,4.61822,2917,0,428,0,380,495,4,14,0.83,0,FALSE
22/04/2021,ST21/031,9,4618,779.95,4.61822,3602,0,10,0,550,980,4,15.42,0.58,0,FALSE
23/04/2021,ST21/031,9,4618,1181.62,4.61822,5457,0,53,1,860,970,4,23.92,0.08,0,FALSE
24/04/2021,ST21/031,9,4618,372.22,4.61822,1719,0,75,0,300,530,4,7.75,0.25,0,FALSE
27/01/2021,ST21/03,9,4618,634.23,4.61822,2929,0,295,0,506,300,3,15.83,1,0,FALSE
28/01/2021,ST21/03,9,4618,729.29,4.61822,3368,0,7,3,622,710,3,17.5,0,0,FALSE
17/02/2021,ST21/07,9,4618,490.67,4.61822,2266,0,134,14,371,750,4,12.92,0.67,0,FALSE
18/02/2021,ST21/07,9,4618,365.29,4.61822,1687,0,97,0,325,220,4,10.42,0.08,0,FALSE
26/04/2021,ST21/029,9,4618,771.73,4.61822,3564,0,191,0,525,1200,4,15.17,0.83,0,FALSE
27/04/2021,ST21/029,9,4618,680.13,4.61822,3141,0,349,0,550,950,4,14.33,0.33,0,FALSE
05/03/2021,OM21/141,4,4618,248.36,4.61822,1147,0,200,23,171,0,4,3.42,0.75,1.67,FALSE
05/03/2021,OM21/142,4,4618,312.89,4.61822,1445,0,368,0,266,450,4,4.5,0.5,0,FALSE
04/03/2021,OM21/134,4,4618,1489.97,4.61822,6881,13,364,0,961,0,4,20.17,0.33,0,FALSE
21/02/2021,OM21/104,6,4618,891.47,4.61822,4117,236,1539,0,678,2209,4,13.42,3,1.5,FALSE
22/02/2021,OM21/104,6,4618,346.67,4.61822,1601,12,299,4,202,777,4,4.58,1,0,FALSE
25/03/2021,OM21/169,6,4618,409.9,4.61822,1893,0,99,0,301,0,4,6.33,0.17,0,FALSE
26/03/2021,OM21/169,6,4618,1463.55,4.61822,6759,0,1407,0,1146,1410,4,19.58,1.08,3.33,FALSE
27/03/2021,OM21/169,6,4618,205.27,4.61822,948,0,0,0,190,200,4,2.58,0,0,FALSE
07/03/2021,OM21/127,6,4618,1429.12,4.61822,6600,70,1243,0,1135,300,4,21.25,2,0,FALSE
08/03/2021,OM21/127,6,4618,1438.43,4.61822,6643,63,1314,0,1038,0,4,19.75,3.75,0,FALSE
09/03/2021,OM21/127,6,4618,288.64,4.61822,1333,13,0,0,199,199,4,3.83,0,0,FALSE
09/03/2021,OM21/146,6,4618,1436.05,4.61822,6632,43,362,0,868,3013,4,19.5,0.67,0,FALSE
10/03/2021,OM21/146,6,4618,1536.52,4.61822,7096,64,466,0,1197,2283,4,21.08,0.92,0.92,FALSE
12/03/2021,OM21/146,6,4618,1122.94,4.61822,5186,46,820,0,755,0,4,18.17,1,4.83,FALSE
13/03/2021,OM21/146,6,4618,406.22,4.61822,1876,22,319,0,295,0,4,6,0.5,0,FALSE
13/03/2021,OM21/155,6,4618,1123.59,4.61822,5189,40,117,0,824,0,4,15.75,0.25,0,FALSE
