Date,WO,Formatted WO,KK,Machine,Customer,Product Type,s_or_g,tebal,panjang,lebar,"Order
(Pcs)",Finished Goods (Pcs),Finished Goods (Kg),berat,"Scrap
(Kg)","Waste
(Kg)",DL Std,"Effective Hours
(H)",Down Time produksi,DT Teknik,Capacity/Out Put Std (Kg/H),Equipment Earn Hour,"Machine
Eff",Production Eff,"Material
Eff",OEE,DL Earn Hour
09/03/2021,132,0132,WO1.210132,OM 2000,HIT,IMPRABOARD,N,3.00,750.00,1000.00,1000.00,1020.00,369.90,0.362647059,86.90,0.50,3.00,1.38,0.50,             -  ,300.00,1.23,0.73,0.89,0.81,0.53,3.70
07/03/2021,141,0141,WO1.210141,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,750.00,1000.00,2000.00,2020.00,732.60,0.362673267,33.60,        -  ,3.00,2.74,             -  ,             -  ,300.00,2.44,1.00,0.89,0.96,0.85,7.33
24/03/2021,171,0171,WO1.210171,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,750.00,1000.00,2000.00,400.00,145.10,0.362750000,198.70,0.30,3.00,0.51,0.58,             -  ,300.00,0.48,0.46,0.96,0.42,0.19,1.45
25/03/2021,171,0171,WO1.210171,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,750.00,1000.00,                -  ,2220.00,805.20,0.362702703,56.70,        -  ,3.00,2.81,0.07,             -  ,300.00,2.68,0.98,0.96,0.93,0.87,8.05
26/03/2021,183,0183,WO1.210183,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,750.00,1000.00,3000.00,3150.00,1142.70,0.362761905,371.30,1.00,3.00,3.99,2.38,             -  ,300.00,3.81,0.63,0.96,0.75,0.45,11.43
19/04/2021,213,0213,WO1.210213,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,750.00,1000.00,1200.00,                  -  ,                  -  ,0.360000000,                -  ,        -  ,3.00,0.00,2.33,             -  ,300.00,0.00,0.00,0.00,0.00,0.00,0.00
20/04/2021,213,0213,WO1.210213,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,750.00,1000.00,                -  ,1230.00,446.30,0.362845528,425.40,0.40,3.00,1.55,2.42,             -  ,300.00,1.49,0.39,0.96,0.51,0.19,4.46
09/01/2021,3,0003,WO1.210003,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,1000.00,1400.00,1015.40,0.725285714,269.10,0.80,3.00,3.80,1.09,0.00,280.00,3.63,0.78,0.96,0.79,0.59,10.88
10/01/2021,5,0005,WO1.210005,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,4500.00,3240.00,2294.90,0.708302469,1244.50,2.30,6.00,9.17,6.83,0.00,280.00,8.20,0.57,0.89,0.65,0.33,49.18
11/01/2021,5,0005,WO1.210005,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,0.00,1280.00,922.60,0.720781250,492.80,0.00,3.00,3.86,1.67,0.00,280.00,3.30,0.70,0.85,0.65,0.39,9.89
15/01/2021,8,0008,WO1.210008,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,3000.00,3000.00,2163.50,0.721166667,348.80,0.30,6.00,7.56,1.48,0.00,280.00,7.73,0.84,1.02,0.86,0.74,46.36
16/01/2021,19,0019,WO1.210019,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,1000.00,1000.00,720.40,0.720400000,159.20,0.00,3.00,2.69,0.00,0.00,280.00,2.57,1.00,0.96,0.82,0.78,7.72
17/01/2021,29,0029,WO1.210029,OM 2000,HIT,IMPRABOARD,N,3.00,1500.00,1000.00,500.00,500.00,361.40,0.722800000,17.00,0.00,3.00,1.30,0.00,0.00,280.00,1.29,1.00,0.99,0.96,0.94,3.87
04/02/2021,48,0048,WO1.210048,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,1805.00,360.00,256.50,0.712500000,209.50,0.50,3.00,0.97,1.62,             -  ,375.00,0.68,0.38,0.71,0.55,0.15,2.05
05/02/2021,48,0048,WO1.210048,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,                -  ,1460.00,1052.10,0.720616438,204.00,0.40,6.00,3.83,0.05,             -  ,375.00,2.81,0.99,0.73,0.84,0.61,16.83
02/02/2021,57,0057,WO1.210057,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,2000.00,1920.00,1383.20,0.720416667,575.40,0.20,3.00,4.82,1.98,             -  ,280.00,4.94,0.71,1.02,0.71,0.51,14.82
03/02/2021,57,0057,WO1.210057,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,                -  ,300.00,216.90,0.723000000,3.70,0.50,3.00,0.79,             -  ,             -  ,280.00,0.77,1.00,0.98,0.98,0.96,2.32
07/02/2021,75,0075,WO1.210075,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,1000.00,940.00,677.30,0.720531915,364.90,        -  ,3.00,2.36,2.63,             -  ,280.00,2.42,0.47,1.03,0.65,0.31,7.26
11/02/2021,87,0087,WO1.210087,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,2500.00,2500.00,1837.80,0.735120000,356.10,0.70,6.00,6.89,0.57,             -  ,280.00,6.56,0.92,0.95,0.84,0.74,39.38
10/02/2021,90,0090,WO1.210090,OM 2000,MUTIARA,IMPRABOARD,N,3.00,1500.00,1000.00,2300.00,2320.00,1672.10,0.720732759,632.60,0.30,6.00,6.15,1.33,             -  ,280.00,5.97,0.82,0.97,0.73,0.58,35.83
04/03/2021,122,0122,WO1.210122,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,1000.00,1000.00,720.60,0.720600000,186.80,        -  ,3.00,2.70,0.75,             -  ,300.00,2.40,0.78,0.89,0.79,0.55,7.21
05/03/2021,130,0130,WO1.210130,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,1000.00,80.00,57.60,0.720000000,66.00,        -  ,3.00,0.23,             -  ,             -  ,300.00,0.19,1.00,0.85,0.47,0.39,0.58
06/03/2021,130,0130,WO1.210130,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,                -  ,920.00,663.10,0.720760870,31.40,        -  ,3.00,2.48,             -  ,             -  ,300.00,2.21,1.00,0.89,0.95,0.85,6.63
07/03/2021,140,0140,WO1.210140,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,500.00,500.00,360.40,0.720800000,18.00,        -  ,3.00,1.30,             -  ,             -  ,300.00,1.20,1.00,0.92,0.95,0.88,3.60
07/03/2021,141,0141,WO1.210141,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,500.00,660.00,477.00,0.722727273,239.50,        -  ,3.00,1.78,0.76,             -  ,300.00,1.59,0.70,0.89,0.67,0.42,4.77
23/03/2021,165,0165,WO1.210165,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,5000.00,3600.00,2596.50,0.721250000,379.60,1.10,3.00,9.52,1.32,             -  ,300.00,8.66,0.88,0.91,0.87,0.70,25.97
24/03/2021,165,0165,WO1.210165,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,                -  ,1547.00,1115.00,0.720749838,591.00,0.40,3.00,3.91,2.95,             -  ,300.00,3.72,0.57,0.95,0.65,0.35,11.15
24/03/2021,172,0172,WO1.210172,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,3000.00,3560.00,2574.40,0.723146067,255.80,0.80,3.00,8.97,0.48,             -  ,300.00,8.58,0.95,0.96,0.91,0.83,25.74
27/03/2021,177,0177,WO1.210177,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,1000.00,1000.00,723.00,0.723000000,30.50,        -  ,3.00,2.51,             -  ,             -  ,300.00,2.41,1.00,0.96,0.96,0.92,7.23
20/04/2021,213,0213,WO1.210213,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,2000.00,2040.00,1479.20,0.725098039,97.80,0.20,3.00,5.23,0.03,             -  ,300.00,4.93,0.99,0.94,0.94,0.88,14.79
22/04/2021,218,0218,WO1.210218,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.00,1500.00,1000.00,2000.00,2120.00,1522.10,0.717971698,405.60,0.40,3.00,5.32,1.72,0.11,300.00,5.07,0.74,0.95,0.79,0.56,15.22
03/02/2021,5,0005,WO3.210005,OM 2500,TRIAL,IMPRABOARD,N,3.00,2000.00,1000.00,25.00,25.00,25.20,1.008000000,127.60,        -  ,3.00,0.11,1.27,             -  ,375.00,0.07,0.08,0.61,0.16,0.01,0.20
03/02/2021,5,0005,WO3.210005,OM 2500,TRIAL,IMPRABOARD,N,3.00,2000.00,1000.00,25.00,25.00,27.90,1.116000000,196.30,        -  ,3.00,0.12,             -  ,             -  ,375.00,0.07,1.00,0.62,0.12,0.08,0.22
03/02/2021,6,0006,WO3.210006,OM 2500,TRIAL,IMPRABOARD,N,3.00,2000.00,1000.00,25.00,25.00,25.20,1.008000000,7.60,        -  ,3.00,0.11,1.27,             -  ,375.00,0.07,0.08,0.61,0.77,0.04,0.20
03/02/2021,6,0006,WO3.210006,OM 2500,TRIAL,IMPRABOARD,N,3.00,2000.00,1000.00,25.00,25.00,27.90,1.116000000,278.30,        -  ,3.00,0.12,             -  ,             -  ,375.00,0.07,1.00,0.62,0.09,0.06,0.22
21/04/2021,51,0051,WO2.210051,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,3600.00,1000.00,2800.00,392.00,495.20,1.263265306,217.50,2.00,3.00,1.99,             -  ,             -  ,300.00,1.65,1.00,0.83,0.69,0.58,4.95
22/04/2021,51,0051,WO2.210051,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,3600.00,1000.00,                -  ,2408.00,3065.50,1.273048173,1604.00,1.40,3.00,11.30,4.95,1.33,300.00,10.22,0.64,0.90,0.66,0.38,30.66
07/05/2021,74,0074,WO2.210074,OM 2000,MPZ/PTY/LTD,IMPRABOARD,N,3.00,3600.00,1000.00,6000.00,2180.00,2775.10,1.272981651,1249.10,1.10,3.00,9.72,5.28,             -  ,310.00,8.95,0.65,0.92,0.69,0.41,26.86
08/05/2021,74,0074,WO2.210074,OM 2000,MPZ/PTY/LTD,IMPRABOARD,N,3.00,3600.00,1000.00,                -  ,3140.00,4001.00,1.274203822,1110.10,1.30,3.00,14.71,8.37,0.92,310.00,12.91,0.61,0.88,0.78,0.42,38.72
09/05/2021,74,0074,WO2.210074,OM 2000,MPZ/PTY/LTD,IMPRABOARD,N,3.00,3600.00,1000.00,                -  ,690.00,878.50,1.273188406,529.20,0.60,3.00,3.29,3.34,             -  ,310.00,2.83,0.50,0.86,0.62,0.27,8.50
11/05/2021,92,0092,WO2.210092,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1800.00,1080.00,4000.00,4025.00,2781.50,0.691055901,1053.70,2.10,3.00,9.66,3.43,             -  ,300.00,9.27,0.74,0.96,0.72,0.51,25.32
28/02/2021,116,0116,WO1.210116,OM 2500,REKADAYA,IMPRABOARD,N,3.00,640.00,1160.00,2800.00,2800.00,954.00,0.340714286,413.50,1.50,6.00,3.56,0.99,0.72,375.00,2.54,0.68,0.71,0.70,0.34,15.26
07/02/2021,74,0074,WO1.210074,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,1400.00,1200.00,1000.00,320.00,260.00,0.812500000,190.00,        -  ,3.00,0.94,2.43,             -  ,375.00,0.69,0.28,0.74,0.58,0.12,2.08
08/02/2021,74,0074,WO1.210074,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,1400.00,1200.00,                -  ,680.00,552.50,0.812500000,152.20,        -  ,3.00,1.99,0.46,             -  ,375.00,1.47,0.81,0.74,0.78,0.47,4.42
06/04/2021,195,0195,WO1.210195,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,1400.00,1200.00,1000.00,640.00,516.40,0.806875000,678.80,0.50,3.00,1.73,2.50,             -  ,300.00,1.72,0.41,0.99,0.43,0.18,5.16
07/04/2021,195,0195,WO1.210195,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,1400.00,1200.00,                -  ,360.00,290.50,0.806944444,35.00,        -  ,3.00,1.00,             -  ,             -  ,300.00,0.97,1.00,0.97,0.89,0.86,2.91
04/04/2021,53,0053,WO2.210053,OM 2500,MPZ/PTY/NZ,IMPRABOARD,N,3.00,870.00,1220.00,2100.00,1860.00,1010.60,0.543333333,128.60,0.80,3.00,3.35,0.09,             -  ,300.00,3.37,0.98,1.01,0.89,0.87,10.11
25/01/2021,1,0001,WO2.210001,OM 2500,MULFORD,IMPRABOARD,N,3.00,1830.00,1220.00,0.00,480.00,543.60,1.132500000,533.20,0.30,3.00,1.94,0.72,4.33,375.00,1.45,0.28,0.75,0.50,0.10,4.35
26/01/2021,1,0001,WO2.210001,OM 2500,MULFORD,IMPRABOARD,N,3.00,1830.00,1220.00,0.00,2120.00,2401.40,1.132735849,1131.70,0.30,6.00,8.55,1.34,3.42,375.00,6.40,0.64,0.75,0.68,0.33,38.42
30/01/2021,18,0018,WO2.210018,OM 2500,MULFORD,IMPRABOARD,N,3.00,1830.00,1220.00,1000.00,1000.00,1132.90,1.132900000,1089.50,0.80,6.00,4.03,2.97,1.00,375.00,3.02,0.50,0.75,0.51,0.19,18.13
31/01/2021,21,0021,WO2.210021,OM 2500,MULFORD,IMPRABOARD,N,3.00,1830.00,1220.00,300.00,300.00,339.80,1.132666667,249.20,0.00,3.00,1.20,0.33,0.21,375.00,0.91,0.69,0.75,0.58,0.30,2.72
02/02/2021,27,0027,WO2.210027,OM 2500,MULFORD,IMPRABOARD,N,3.00,1830.00,1220.00,620.00,620.00,632.10,1.019516129,44.10,        -  ,3.00,2.25,             -  ,             -  ,375.00,1.69,1.00,0.75,0.93,0.70,5.06
27/02/2021,31,0031,WO2.210031,OM 2500,MULFORD,IMPRABOARD,N,3.00,1830.00,1220.00,300.00,300.00,339.90,1.133000000,377.70,        -  ,3.00,1.21,1.45,             -  ,375.00,0.91,0.45,0.75,0.47,0.16,2.72
03/03/2021,42,0042,WO2.210042,OM 2500,MULFORD,IMPRABOARD,N,3.00,1830.00,1220.00,2780.00,1240.00,1264.00,1.019354839,1003.10,0.50,3.00,4.96,5.10,             -  ,300.00,4.21,0.49,0.85,0.56,0.23,12.64
04/03/2021,42,0042,WO2.210042,OM 2500,MULFORD,IMPRABOARD,N,3.00,1830.00,1220.00,                -  ,1540.00,1570.00,1.019480519,452.40,0.40,3.00,5.57,1.94,2.67,300.00,5.23,0.55,0.94,0.78,0.40,15.70
09/04/2021,58,0058,WO2.210058,OM 2500,MPZ/ PTY,IMPRABOARD,N,3.00,1830.00,1220.00,300.00,300.00,339.80,1.132666667,24.40,        -  ,3.00,1.21,             -  ,             -  ,300.00,1.13,1.00,0.93,0.93,0.87,3.40
12/04/2021,60,0060,WO2.210060,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,2000.00,                  -  ,                  -  ,1.130000000,62.50,        -  ,3.00,                     -  ,0.02,1.17,300.00,0.00,0.00,0.00,0.00,0.00,0.00
13/04/2021,60,0060,WO2.210060,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,                -  ,                  -  ,                  -  ,1.130000000,42.00,1.20,3.00,                     -  ,0.83,23.20,300.00,0.00,0.00,0.00,0.00,0.00,0.00
14/04/2021,60,0060,WO2.210060,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,                -  ,700.00,793.00,1.132857143,2790.50,0.90,3.00,2.62,11.49,9.90,300.00,2.64,0.11,1.01,0.22,0.02,7.93
15/04/2021,60,0060,WO2.210060,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,                -  ,2380.00,2731.40,1.147647059,991.30,0.80,3.00,8.92,4.89,             -  ,300.00,9.10,0.65,1.02,0.73,0.48,27.31
24/04/2021,77,0077,WO2.210077,OM 2500,MPZ/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,100.00,120.00,135.80,1.131666667,509.80,        -  ,3.00,0.45,1.55,             -  ,300.00,0.45,0.22,1.01,0.21,0.05,1.36
03/05/2021,87,0087,WO2.210087,OM 2500,MPZ/PTY,IMPRABOARD,N,3.00,1830.00,1220.00,940.00,940.00,1276.20,1.357659574,591.30,0.20,3.00,4.20,5.99,0.50,300.00,4.25,0.39,1.01,0.68,0.27,12.76
04/05/2021,88,0088,WO2.210088,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,2800.00,1180.00,1203.20,1.019661017,76.40,        -  ,3.00,3.94,             -  ,             -  ,300.00,4.01,1.00,1.02,0.94,0.96,12.03
05/05/2021,88,0088,WO2.210088,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,                -  ,1720.00,1753.90,1.019709302,295.60,0.70,3.00,5.77,0.60,             -  ,300.00,5.85,0.91,1.01,0.86,0.79,17.54
09/05/2021,91,0091,WO2.210091,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,8600.00,3275.00,2848.00,0.869618321,594.70,2.00,3.00,8.90,1.72,             -  ,300.00,9.49,0.84,1.07,0.83,0.74,28.48
10/05/2021,91,0091,WO2.210091,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,                -  ,5350.00,4622.40,0.864000000,1325.90,1.90,3.00,14.59,5.22,             -  ,300.00,15.41,0.74,1.06,0.78,0.60,46.22
25/05/2021,95,0095,WO2.210095,OM 2500,MPZ/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,400.00,140.00,158.60,1.132857143,579.40,0.30,3.00,0.52,2.69,             -  ,300.00,0.53,0.16,1.02,0.21,0.04,1.44
27/05/2021,95,0095,WO2.210095,OM 2500,MPZ/PTY,IMPRABOARD,N,3.00,1830.00,1220.00,                -  ,260.00,294.60,1.133076923,1168.30,1.20,3.00,1.05,4.95,6.00,300.00,0.98,0.09,0.94,0.20,0.02,2.68
29/05/2021,98,0098,WO2.210098,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,5375.00,700.00,605.10,0.864428571,34.70,0.20,3.00,2.00,             -  ,             -  ,300.00,2.02,1.00,1.01,0.95,0.95,5.51
30/05/2021,98,0098,WO2.210098,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,                -  ,4725.00,4068.10,0.860973545,1919.60,1.30,3.00,12.72,8.69,             -  ,300.00,13.56,0.59,1.07,0.68,0.43,37.03
30/05/2021,99,0099,WO2.210099,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,2125.00,125.00,99.10,0.792800000,503.70,0.80,3.00,0.32,2.26,             -  ,300.00,0.33,0.13,1.02,0.16,0.02,0.90
31/05/2021,100,0100,WO2.210100,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,1830.00,1220.00,680.00,680.00,770.20,1.132647059,314.20,0.20,3.00,2.72,2.73,2.21,300.00,2.57,0.36,0.94,0.71,0.24,7.01
14/01/2021,1,0001,WO2.210001,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,4500.00,250.00,391.70,1.566800000,969.50,0.30,3.00,1.39,4.61,2.00,375.00,1.04,0.17,0.75,0.29,0.04,3.13
26/01/2021,1,0001,WO2.210001,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,4500.00,1960.00,2952.60,1.506428571,347.40,1.00,6.00,10.54,0.15,0.00,375.00,7.87,0.99,0.75,0.89,0.66,47.24
27/01/2021,1,0001,WO2.210001,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,0.00,2540.00,3826.30,1.506417323,373.70,1.30,6.00,13.66,0.15,0.00,375.00,10.20,0.99,0.75,0.91,0.67,61.22
30/01/2021,18,0018,WO2.210018,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,1780.00,990.00,1342.10,1.355656566,453.30,0.40,3.00,4.76,0.66,1.00,375.00,3.58,0.74,0.75,0.75,0.42,10.74
31/01/2021,21,0021,WO2.210021,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,30.00,30.00,45.10,1.503333333,2.90,0.00,3.00,0.16,0.00,0.00,375.00,0.12,1.00,0.75,0.94,0.71,0.36
02/02/2021,27,0027,WO2.210027,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,800.00,790.00,1070.90,1.355569620,298.30,        -  ,3.00,3.84,0.80,0.74,375.00,2.86,0.71,0.74,0.78,0.42,8.57
27/02/2021,31,0031,WO2.210031,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,70.00,70.00,105.40,1.505714286,7.00,0.30,3.00,0.37,             -  ,             -  ,375.00,0.28,1.00,0.75,0.94,0.70,0.84
01/03/2021,35,0035,WO2.210035,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,4920.00,60.00,90.40,1.506666667,392.40,0.30,3.00,0.32,1.70,             -  ,300.00,0.30,0.16,0.93,0.19,0.03,0.90
02/03/2021,35,0035,WO2.210035,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,3920.00,5905.00,1.506377551,751.70,2.10,3.00,21.02,2.99,             -  ,300.00,19.68,0.88,0.94,0.89,0.73,59.05
03/03/2021,35,0035,WO2.210035,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,1820.00,2412.70,1.325659341,691.40,0.90,3.00,8.59,1.97,1.00,300.00,8.04,0.74,0.94,0.78,0.54,24.13
04/03/2021,42,0042,WO2.210042,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,3420.00,2180.00,2955.50,1.355733945,645.20,1.30,3.00,10.51,2.14,1.17,300.00,9.85,0.76,0.94,0.82,0.58,29.56
05/03/2021,42,0042,WO2.210042,OM 2500,MULFORD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,1240.00,1681.00,1.355645161,556.70,0.90,3.00,5.96,2.58,0.12,300.00,5.60,0.69,0.94,0.75,0.49,16.81
09/04/2021,58,0058,WO2.210058,OM 2500,MPZ/ PTY,IMPRABOARD,N,3.00,2440.00,1220.00,1235.00,1125.00,1694.60,1.506311111,904.90,1.30,3.00,6.08,1.20,             -  ,300.00,5.65,0.84,0.93,0.65,0.51,16.95
20/04/2021,58,0058,WO2.210058,OM 2500,MPZ/ PTY,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,110.00,165.70,1.506363636,234.30,        -  ,3.00,0.55,0.63,             -  ,300.00,0.55,0.46,1.01,0.41,0.19,1.66
15/04/2021,60,0060,WO2.210060,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,2620.00,1740.00,2637.50,1.515804598,513.80,0.80,3.00,8.77,1.43,             -  ,300.00,8.79,0.86,1.00,0.84,0.72,26.38
16/04/2021,60,0060,WO2.210060,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,880.00,1325.70,1.506477273,104.20,        -  ,3.00,4.40,0.76,             -  ,300.00,4.42,0.85,1.00,0.93,0.79,13.26
18/04/2021,68,0068,WO2.210068,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,1900.00,1580.00,2142.30,1.355886076,599.10,0.80,3.00,7.02,2.41,             -  ,300.00,7.14,0.74,1.02,0.78,0.59,21.42
19/04/2021,68,0068,WO2.210068,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,320.00,433.80,1.355625000,464.30,        -  ,3.00,1.35,3.38,             -  ,300.00,1.45,0.29,1.07,0.48,0.15,4.34
19/04/2021,72,0072,WO2.210072,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,3360.00,2540.00,3826.40,1.506456693,366.80,0.70,3.00,12.64,0.91,             -  ,300.00,12.75,0.93,1.01,0.91,0.86,38.26
20/04/2021,72,0072,WO2.210072,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,820.00,1235.00,1.506097561,760.10,0.50,3.00,4.04,2.96,0.58,300.00,4.12,0.53,1.02,0.62,0.34,12.35
23/04/2021,76,0076,WO2.210076,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,800.00,800.00,814.90,1.018625000,1791.80,0.30,3.00,2.67,4.98,3.17,300.00,2.72,0.25,1.02,0.31,0.08,8.15
23/04/2021,76,0076,WO2.210076,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,800.00,680.00,922.10,1.356029412,705.10,3.00,3.00,3.02,2.00,             -  ,300.00,3.07,0.60,1.02,0.57,0.35,9.22
24/04/2021,76,0076,WO2.210076,OM 2500,MPZ/ PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,120.00,162.60,1.355000000,412.00,0.20,3.00,0.54,3.46,             -  ,300.00,0.54,0.13,1.01,0.28,0.04,1.63
03/05/2021,87,0087,WO2.210087,OM 2500,MPZ/PTY,IMPRABOARD,N,3.00,2440.00,1220.00,1820.00,980.00,1769.80,1.805918367,1082.60,1.50,3.00,5.80,4.10,0.92,300.00,5.90,0.54,1.02,0.62,0.34,17.70
04/05/2021,87,0087,WO2.210087,OM 2500,MPZ/PTY,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,840.00,1518.00,1.807142857,107.00,0.40,3.00,4.97,0.03,             -  ,300.00,5.06,0.99,1.02,0.93,0.95,15.18
04/05/2021,88,0088,WO2.210088,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,3100.00,3100.00,4203.40,1.355935484,504.70,1.10,3.00,13.77,1.30,             -  ,300.00,14.01,0.91,1.02,0.89,0.83,42.03
07/05/2021,91,0091,WO2.210091,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,3275.00,1075.00,1230.80,1.144930233,224.20,0.60,3.00,3.84,1.08,             -  ,300.00,4.10,0.78,1.07,0.85,0.71,12.31
08/05/2021,91,0091,WO2.210091,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,1700.00,1946.20,1.144823529,1154.60,0.50,3.00,6.07,7.94,10.00,300.00,6.49,0.25,1.07,0.63,0.17,19.46
09/05/2021,91,0091,WO2.210091,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,                -  ,500.00,572.30,1.144600000,1314.80,0.30,3.00,1.79,8.60,3.00,300.00,1.91,0.13,1.07,0.30,0.04,5.72
29/05/2021,98,0098,WO2.210098,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,1550.00,1550.00,1779.60,1.148129032,741.40,        -  ,3.00,5.80,3.92,             -  ,300.00,5.93,0.60,1.02,0.71,0.43,16.20
31/05/2021,100,0100,WO2.210100,OM 2500,MPZ/PTY/LTD,IMPRABOARD,N,3.00,2440.00,1220.00,1900.00,1800.00,2711.60,1.506444444,658.70,1.10,3.00,9.64,1.40,             -  ,300.00,9.04,0.87,0.94,0.80,0.66,24.68
