Date,WO,Formatted WO,KK,Machine,Customer,Product Type,s_or_g,tebal,panjang,lebar,"Order
(Pcs)",Finished Goods (Pcs),Finished Goods (Kg),berat,"Scrap
(Kg)","Waste
(Kg)",DL Std,"Effective Hours
(H)",Down Time produksi,DT Teknik,Capacity/Out Put Std (Kg/H),Equipment Earn Hour,"Machine
Eff",Production Eff,"Material
Eff",OEE,DL Earn Hour
07/03/2021,124,0124,WO1.210124,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,                -  ,160.00,578.00,3.612500000,22.00,0.40,3.00,2.00,             -  ,             -  ,300.00,1.93,1.00,0.96,0.96,0.93,5.78
07/03/2021,133,0133,WO1.210133,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,300.00,320.00,1159.00,3.621875000,368.30,0.50,3.00,4.01,2.22,             -  ,300.00,3.86,0.64,0.96,0.76,0.47,11.59
07/03/2021,137,0137,WO1.210137,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,300.00,300.00,1083.60,3.612000000,870.70,0.40,3.00,3.75,3.45,             -  ,300.00,3.61,0.52,0.96,0.55,0.28,10.84
10/03/2021,139,0139,WO1.210139,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,                -  ,250.00,903.10,3.612400000,44.80,0.30,3.00,3.16,             -  ,             -  ,300.00,3.01,1.00,0.95,0.95,0.91,9.03
16/03/2021,148,0148,WO1.210148,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,1000.00,180.00,650.20,3.612222222,24.70,0.50,3.00,2.25,             -  ,             -  ,300.00,2.17,1.00,0.96,0.96,0.93,6.50
17/03/2021,148,0148,WO1.210148,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,                -  ,820.00,2961.60,3.611707317,247.70,1.20,3.00,9.72,0.55,             -  ,300.00,9.87,0.95,1.02,0.92,0.89,29.62
17/03/2021,149,0149,WO1.210149,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,500.00,510.00,1841.90,3.611568627,105.30,        -  ,3.00,5.93,0.03,             -  ,300.00,6.14,0.99,1.04,0.95,0.97,18.42
17/03/2021,150,0150,WO1.210150,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,300.00,223.00,805.40,3.611659193,655.30,0.50,3.00,2.81,3.18,             -  ,300.00,2.68,0.47,0.96,0.55,0.25,8.05
18/03/2021,150,0150,WO1.210150,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,                -  ,77.00,278.10,3.611688312,60.50,        -  ,3.00,0.96,0.30,             -  ,300.00,0.93,0.76,0.96,0.82,0.60,2.78
16/03/2021,155,0155,WO1.210155,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,300.00,335.00,1210.10,3.612238806,319.90,1.00,3.00,4.19,1.09,             -  ,300.00,4.03,0.79,0.96,0.79,0.60,12.10
18/03/2021,160,0160,WO1.210160,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,1000.00,1004.00,3625.90,3.611454183,291.60,0.50,3.00,11.67,0.70,             -  ,300.00,12.09,0.94,1.04,0.93,0.90,36.26
31/03/2021,184,0184,WO1.210184,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,1000.00,255.00,920.90,3.611372549,65.10,0.40,3.00,2.96,0.07,             -  ,300.00,3.07,0.98,1.04,0.93,0.94,9.21
01/04/2021,184,0184,WO1.210184,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,                -  ,745.00,2654.40,3.562953020,289.60,0.80,3.00,8.55,0.50,             -  ,300.00,8.85,0.94,1.03,0.90,0.88,26.54
03/04/2021,185,0185,WO1.210185,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,2000.00,1200.00,4334.20,3.611833333,683.80,1.00,3.00,13.86,2.90,             -  ,300.00,14.45,0.83,1.04,0.86,0.74,43.34
04/04/2021,185,0185,WO1.210185,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,                -  ,800.00,2889.20,3.611500000,270.70,0.30,3.00,9.30,0.79,             -  ,300.00,9.63,0.92,1.04,0.91,0.87,28.89
30/03/2021,186,0186,WO1.210186,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,500.00,420.00,1516.90,3.611666667,115.60,0.20,3.00,4.89,0.13,             -  ,300.00,5.06,0.97,1.03,0.93,0.94,15.17
31/03/2021,186,0186,WO1.210186,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,                -  ,80.00,288.90,3.611250000,154.30,        -  ,3.00,0.93,1.44,             -  ,300.00,0.96,0.39,1.04,0.65,0.27,2.89
06/04/2021,192,0192,WO1.210192,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,600.00,655.00,2365.50,3.611450382,275.00,0.50,3.00,7.63,0.26,             -  ,300.00,7.89,0.97,1.03,0.90,0.90,23.66
06/04/2021,193,0193,WO1.210193,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,500.00,500.00,1805.70,3.611400000,303.90,0.40,3.00,5.81,0.27,             -  ,300.00,6.02,0.96,1.04,0.86,0.85,18.06
07/04/2021,196,0196,WO1.210196,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,900.00,970.00,3503.20,3.611546392,610.80,1.00,3.00,11.28,1.07,             -  ,300.00,11.68,0.91,1.04,0.85,0.81,35.03
08/04/2021,198,0198,WO1.210198,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,300.00,300.00,1083.40,3.611333333,56.80,0.40,3.00,3.49,0.02,             -  ,300.00,3.61,0.99,1.04,0.95,0.98,10.83
22/05/2021,252,0252,WO1.210252,OM 2500,SUMBER ARTA,IMPRABOARD,N,3.00,3000.00,2500.00,300.00,300.00,1083.30,3.611000000,304.20,        -  ,3.00,3.49,0.99,             -  ,300.00,3.61,0.78,1.04,0.78,0.63,9.86
22/05/2021,256,0256,WO1.210256,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,500.00,400.00,1444.60,3.611500000,131.50,0.80,3.00,4.65,0.20,             -  ,300.00,4.82,0.96,1.04,0.92,0.91,13.15
23/05/2021,256,0256,WO1.210256,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.00,3000.00,2500.00,                -  ,100.00,361.10,3.611000000,18.80,        -  ,3.00,1.17,             -  ,             -  ,300.00,1.20,1.00,1.03,0.95,0.98,3.29
29/04/2021,80,0080,WO2.210080,OM 2500,MPZ/ PTY/LTD,IMPRABOARD ,N,3.00,1830.00,1220.00,                -  ,3625.00,3121.50,0.861103448,378.10,0.60,3.00,9.90,1.89,             -  ,300.00,10.41,0.84,1.05,0.89,0.79,31.22
29/04/2021,80,0080,WO2.210080,OM 2500,MPZ/ PTY/LTD,IMPRABOARD ,N,3.00,2440.00,1220.00,2275.00,2275.00,2604.50,1.144835165,254.80,0.70,3.00,7.69,1.09,             -  ,300.00,8.68,0.88,1.13,0.91,0.90,26.05
09/03/2021,135,0135,WO1.210135,OM 2500,KREASI DASATAMA,IMPRABOARD ,N,3.00,1500.00,1250.00,1000.00,1040.00,936.00,0.900000000,193.00,        -  ,3.00,3.24,0.14,             -  ,300.00,3.12,0.96,0.96,0.83,0.76,9.36
27/04/2021,23,0023,WO3.210023,OM 2500,TRIAL,IMPRABOARD ,N,3.00,1500.00,1250.00,25.00,25.00,22.50,0.900000000,232.50,        -  ,3.00,0.07,             -  ,             -  ,300.00,0.08,1.00,1.07,0.09,0.09,0.23
27/04/2021,24,0024,WO3.210024,OM 2500,TRIAL ,IMPRABOARD ,N,3.00,1500.00,1250.00,25.00,25.00,22.50,0.900000000,232.50,        -  ,3.00,0.07,0.67,3.78,300.00,0.08,0.02,1.07,0.09,0.00,0.23
29/04/2021,34,0034,WO3.210034,OM 2500,TRIAL ,IMPRABOARD ,N,3.00,1500.00,1250.00,50.00,50.00,45.00,0.900000000,255.00,0.80,3.00,0.14,             -  ,             -  ,300.00,0.15,1.00,1.04,0.15,0.15,0.45
29/04/2021,35,0035,WO3.210035,OM 2500,TRIAL ,IMPRABOARD ,N,3.00,1500.00,1250.00,50.00,50.00,45.00,0.900000000,353.00,        -  ,3.00,0.14,             -  ,             -  ,300.00,0.15,1.00,1.04,0.11,0.12,0.45
30/04/2021,36,0036,WO3.210036,OM 2500,TRIAL,IMPRABOARD ,N,3.00,1500.00,1250.00,50.00,50.00,47.80,0.956000000,262.20,        -  ,3.00,0.15,             -  ,             -  ,300.00,0.16,1.00,1.05,0.15,0.16,0.48
30/04/2021,86,0086,WO2.210086,OM 2500,MPZ/ PTY,IMPRABOARD ,N,3.00,1860.00,1250.00,460.00,470.00,661.70,1.407872340,281.10,0.50,3.00,2.12,0.58,1.30,300.00,2.21,0.53,1.04,0.70,0.39,6.62
30/04/2021,86,0086,WO2.210086,OM 2500,MPZ/ PTY,IMPRABOARD ,N,3.00,2470.00,1250.00,420.00,425.00,791.80,1.863058824,602.00,0.90,3.00,2.54,1.88,1.41,300.00,2.64,0.44,1.04,0.57,0.26,7.92
08/03/2021,133,0133,WO1.210133,OM 2500,KREASI DASATAMA,IMPRABOARD ,N,3.00,3000.00,2500.00,                -  ,73.00,263.60,3.610958904,13.50,0.10,3.00,0.92,             -  ,             -  ,300.00,0.88,1.00,0.95,0.95,0.90,2.64
08/03/2021,135,0135,WO1.210135,OM 2500,KREASI DASATAMA,IMPRABOARD ,N,3.00,3000.00,2500.00,1000.00,660.00,2384.20,3.612424242,681.80,1.30,3.00,8.25,3.77,0.50,300.00,7.95,0.66,0.96,0.78,0.49,23.84
09/03/2021,135,0135,WO1.210135,OM 2500,KREASI DASATAMA,IMPRABOARD ,N,3.00,3000.00,2500.00,                -  ,340.00,1228.20,3.612352941,48.70,0.30,3.00,4.26,0.33,             -  ,300.00,4.09,0.93,0.96,0.96,0.86,12.28
09/03/2021,138,0138,WO1.210138,OM 2500,KREASI DASATAMA,IMPRABOARD ,N,3.00,3000.00,2500.00,500.00,510.00,1842.30,3.612352941,348.20,0.50,3.00,6.37,1.25,             -  ,300.00,6.14,0.84,0.96,0.84,0.68,18.42
09/03/2021,139,0139,WO1.210139,OM 2500,KREASI DASATAMA,IMPRABOARD ,N,3.00,3000.00,2500.00,500.00,250.00,903.10,3.612400000,128.10,0.50,3.00,3.12,0.25,             -  ,300.00,3.01,0.93,0.96,0.88,0.78,9.03
26/04/2021,225,0225,WO1.210225,OM 2500,KREASI DASATAMA,IMPRABOARD ,N,3.00,3000.00,2500.00,300.00,                  -  ,                  -  ,3.610000000,355.00,0.50,3.00,                     -  ,2.00,             -  ,300.00,0.00,0.00,0.00,0.00,0.00,0.00
27/04/2021,225,0225,WO1.210225,OM 2500,KREASI DASATAMA,IMPRABOARD ,N,3.00,3000.00,2500.00,                -  ,300.00,1083.40,3.611333333,777.10,1.00,3.00,3.49,4.51,             -  ,300.00,3.61,0.44,1.04,0.58,0.26,10.83
15/02/2021,11,0011,WO3.210011,OM 2000,TRIAL,IMPRABOARD,N,3.20,1600.00,2000.00,20.00,20.00,25.80,1.290000000,300.70,        -  ,3.00,0.14,0.85,             -  ,280.00,0.09,0.14,0.68,0.08,0.01,0.28
27/01/2021,15,0015,WO2.210015,OM 2500,MULFORD,IMPRABOARD,N,3.30,930.00,630.00,1900.00,1900.00,615.80,0.324105263,368.10,0.20,6.00,2.13,1.35,0.00,320.00,1.92,0.61,0.90,0.63,0.35,11.55
28/02/2021,30,0030,WO2.210030,OM 2500,MULFORD,IMPRABOARD,N,3.30,830.00,830.00,200.00,210.00,79.40,0.378095238,310.50,0.10,3.00,0.28,1.00,             -  ,375.00,0.21,0.22,0.76,0.20,0.03,0.64
17/04/2021,67,0067,WO2.210067,OM 2500,MPZ/LTD,IMPRABOARD,N,3.30,830.00,830.00,1100.00,1100.00,416.60,0.378727273,131.70,        -  ,3.00,1.34,             -  ,             -  ,300.00,1.39,1.00,1.04,0.76,0.79,4.17
27/01/2021,15,0015,WO2.210015,OM 2500,MULFORD,IMPRABOARD,N,3.30,1250.00,930.00,250.00,250.00,161.30,0.645200000,0.30,0.00,3.00,0.54,0.00,0.00,320.00,0.50,1.00,0.94,1.00,0.93,1.51
28/01/2021,16,0016,WO2.210016,OM 2500,MULFORD,IMPRABOARD,N,3.30,1830.00,1220.00,540.00,540.00,672.80,1.245925926,47.20,0.50,3.00,2.40,0.00,0.00,320.00,2.10,1.00,0.88,0.93,0.82,6.31
28/01/2021,17,0017,WO2.210017,OM 2500,MULFORD,IMPRABOARD,N,3.30,1830.00,1220.00,2500.00,100.00,124.60,1.246000000,40.30,0.00,3.00,0.44,0.00,0.00,320.00,0.39,1.00,0.88,0.76,0.66,1.17
29/01/2021,17,0017,WO2.210017,OM 2500,MULFORD,IMPRABOARD,N,3.30,1830.00,1220.00,0.00,2400.00,2990.60,1.246083333,318.30,0.80,6.00,10.65,1.36,0.00,320.00,9.35,0.89,0.88,0.90,0.70,56.07
01/03/2021,34,0034,WO2.210034,OM 2500,MULFORD,IMPRABOARD,N,3.30,1830.00,1220.00,1960.00,1520.00,1894.00,1.246052632,187.50,        -  ,3.00,6.73,0.22,             -  ,300.00,6.31,0.97,0.94,0.91,0.83,18.94
16/04/2021,66,0066,WO2.210066,OM 2500,MPZ/ PTY,IMPRABOARD,N,3.30,1830.00,1220.00,2260.00,1240.00,1545.10,1.246048387,188.40,0.80,3.00,5.10,1.04,             -  ,300.00,5.15,0.83,1.01,0.89,0.75,15.45
17/04/2021,66,0066,WO2.210066,OM 2500,MPZ/ PTY,IMPRABOARD,N,3.30,1830.00,1220.00,                -  ,1020.00,1272.20,1.247254902,82.70,        -  ,3.00,4.17,1.16,             -  ,300.00,4.24,0.78,1.02,0.94,0.75,12.72
17/04/2021,67,0067,WO2.210067,OM 2500,MPZ/LTD,IMPRABOARD,N,3.30,1830.00,1220.00,2500.00,400.00,498.40,1.246000000,244.40,1.30,3.00,1.65,1.80,             -  ,300.00,1.66,0.48,1.01,0.67,0.32,4.98
18/04/2021,67,0067,WO2.210067,OM 2500,MPZ/LTD,IMPRABOARD,N,3.30,1830.00,1220.00,                -  ,2100.00,2616.60,1.246000000,1035.40,0.90,3.00,8.57,1.76,             -  ,300.00,8.72,0.83,1.02,0.72,0.61,26.17
24/04/2021,77,0077,WO2.210077,OM 2500,MPZ/LTD,IMPRABOARD,N,3.30,1830.00,1220.00,500.00,500.00,623.00,1.246000000,703.20,0.80,3.00,2.05,3.03,             -  ,300.00,2.08,0.40,1.01,0.47,0.19,6.23
28/01/2021,16,0016,WO2.210016,OM 2500,MULFORD,IMPRABOARD,N,3.30,2440.00,1220.00,2820.00,2820.00,4672.50,1.656914894,970.80,1.20,9.00,16.59,2.39,0.00,320.00,14.60,0.87,0.88,0.83,0.64,131.41
29/01/2021,17,0017,WO2.210017,OM 2500,MULFORD,IMPRABOARD,N,3.30,2440.00,1220.00,2800.00,1600.00,2651.40,1.657125000,813.80,0.80,6.00,8.19,3.00,0.00,320.00,8.29,0.73,1.01,0.76,0.57,49.71
30/01/2021,17,0017,WO2.210017,OM 2500,MULFORD,IMPRABOARD,N,3.30,2440.00,1220.00,0.00,1200.00,1988.80,1.657333333,419.00,0.70,3.00,7.10,0.90,0.00,320.00,6.22,0.89,0.88,0.83,0.64,18.65
01/03/2021,34,0034,WO2.210034,OM 2500,MULFORD,IMPRABOARD,N,3.30,2440.00,1220.00,1740.00,1740.00,2883.10,1.656954023,223.50,1.00,3.00,10.24,0.12,             -  ,300.00,9.61,0.99,0.94,0.93,0.86,28.83
16/04/2021,66,0066,WO2.210066,OM 2500,MPZ/ PTY,IMPRABOARD,N,3.30,2440.00,1220.00,2260.00,2260.00,3766.00,1.666371681,673.00,0.80,3.00,12.31,0.39,             -  ,300.00,12.55,0.97,1.02,0.85,0.84,37.66
17/04/2021,67,0067,WO2.210067,OM 2500,MPZ/LTD,IMPRABOARD,N,3.30,2440.00,1220.00,2500.00,2500.00,4142.80,1.657120000,323.40,0.50,3.00,13.64,0.25,             -  ,300.00,13.81,0.98,1.01,0.93,0.92,41.43
24/04/2021,77,0077,WO2.210077,OM 2500,MPZ/LTD,IMPRABOARD,N,3.30,2440.00,1220.00,3440.00,2200.00,3645.60,1.657090909,553.60,0.50,3.00,11.98,0.94,             -  ,300.00,12.15,0.93,1.01,0.87,0.82,36.46
27/01/2021,15,0015,WO2.210015,OM 2500,MULFORD,IMPRABOARD,N,3.30,930.00,1250.00,400.00,400.00,258.10,0.645250000,9.60,0.00,3.00,0.89,0.00,0.00,320.00,0.81,1.00,0.90,0.96,0.87,2.42
28/02/2021,30,0030,WO2.210030,OM 2500,MULFORD,IMPRABOARD,N,3.30,930.00,1250.00,                -  ,30.00,19.10,0.636666667,125.90,        -  ,3.00,0.07,1.00,             -  ,375.00,0.05,0.06,0.76,0.13,0.01,0.15
20/04/2021,59,0059,WO2.210059,OM 2500,MPZ/ PTY,IMPRABOARD,N,3.30,1860.00,1250.00,                -  ,270.00,348.30,1.290000000,271.50,0.20,3.00,1.12,0.47,0.25,300.00,1.16,0.61,1.04,0.56,0.36,3.48
27/01/2021,15,0015,WO2.210015,OM 2500,MULFORD,IMPRABOARD,N,3.30,2470.00,1250.00,1050.00,850.00,1452.00,1.708235294,131.20,0.50,3.00,5.28,0.00,0.00,320.00,4.54,1.00,0.86,0.92,0.79,13.61
28/01/2021,15,0015,WO2.210015,OM 2500,MULFORD,IMPRABOARD,N,3.30,2470.00,1250.00,0.00,200.00,341.60,1.708000000,159.30,0.00,3.00,1.18,1.00,0.00,320.00,1.07,0.54,0.90,0.68,0.33,3.20
25/04/2021,77,0077,WO2.210077,OM 2500,MPZ/LTD,IMPRABOARD ,N,3.30,2440.00,1220.00,                -  ,1240.00,2055.10,1.657338710,147.00,0.60,3.00,6.78,             -  ,             -  ,300.00,6.85,1.00,1.01,0.93,0.94,20.55
05/02/2021,76,0076,WO1.210076,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.50,1230.00,1000.00,1550.00,1570.00,1947.90,1.240700637,883.10,0.90,9.00,6.28,7.18,             -  ,275.00,7.08,0.47,1.13,0.69,0.36,63.75
14/02/2021,93,0093,WO1.210093,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.50,1230.00,1000.00,1550.00,1650.00,2037.20,1.234666667,389.50,0.30,3.00,6.60,0.58,             -  ,280.00,7.28,0.92,1.10,0.84,0.85,21.83
07/02/2021,75,0075,WO1.210075,OM 2000,KREASI DASATAMA,IMPRABOARD,N,3.50,1230.00,1030.00,                -  ,3450.00,4370.30,1.266753623,444.30,1.20,9.00,13.80,4.26,             -  ,280.00,15.61,0.76,1.13,0.91,0.78,140.47
14/02/2021,94,0094,WO1.210094,OM 2000,BINA KARYA ,IMPRABOARD,N,3.50,1230.00,1030.00,3600.00,2950.00,3736.80,1.266711864,1030.30,0.70,9.00,11.80,4.12,             -  ,280.00,13.35,0.74,1.13,0.78,0.66,120.11
15/02/2021,94,0094,WO1.210094,OM 2000,BINA KARYA ,IMPRABOARD,N,3.50,1230.00,1030.00,                -  ,1000.00,1271.80,1.271800000,401.10,0.30,3.00,4.00,1.93,             -  ,280.00,4.54,0.67,1.14,0.76,0.58,13.63
23/04/2021,221,0221,WO1.210221,OM 2000,BINA KARYA,IMPRABOARD,N,3.50,1230.00,1030.00,8200.00,1690.00,2149.70,1.272011834,1761.00,3.70,3.00,6.76,10.37,             -  ,325.00,6.61,0.39,0.98,0.55,0.21,19.84
24/04/2021,221,0221,WO1.210221,OM 2000,BINA KARYA,IMPRABOARD,N,3.50,1230.00,1030.00,                -  ,2710.00,3347.00,1.235055351,2832.90,1.30,3.00,9.97,13.28,0.75,325.00,10.30,0.42,1.03,0.54,0.23,30.90
25/04/2021,221,0221,WO1.210221,OM 2000,BINA KARYA,IMPRABOARD,N,3.50,1230.00,1030.00,                -  ,3200.00,4075.20,1.273500000,1934.80,2.50,3.00,12.64,11.36,             -  ,325.00,12.54,0.53,0.99,0.68,0.35,37.62
26/04/2021,221,0221,WO1.210221,OM 2000,BINA KARYA,IMPRABOARD,N,3.50,1230.00,1030.00,                -  ,610.00,775.60,1.271475410,614.80,0.50,3.00,2.43,2.36,             -  ,325.00,2.39,0.51,0.98,0.56,0.28,7.16
06/02/2021,72,0072,WO1.210072,OM 2500,KREASI DASATAMA,IMPRABOARD,N,3.50,1230.00,1250.00,550.00,555.00,599.10,1.079459459,846.30,0.60,6.00,2.09,3.52,             -  ,320.00,1.87,0.37,0.90,0.41,0.14,11.23
31/03/2021,21,0021,WO3.210021,OM 2500,TRIAL,IMPRABOARD,N,3.50,1500.00,1250.00,30.00,30.00,34.10,1.136666667,295.90,        -  ,3.00,0.11,1.05,             -  ,300.00,0.11,0.10,1.00,0.10,0.01,0.34
27/04/2021,33,0033,WO3.210033,OM 2500,TRIAL,IMPRABOARD ,N,3.50,1500.00,1250.00,25.00,50.00,75.80,1.516000000,339.20,        -  ,3.00,0.25,             -  ,             -  ,300.00,0.25,1.00,1.03,0.18,0.19,0.76
20/05/2021,245,0245,WO1.210245,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1250.00,365.00,3200.00,3200.00,956.00,0.298750000,1057.00,0.50,3.00,2.58,1.75,3.49,420.00,2.28,0.33,0.88,0.47,0.14,6.83
04/05/2021,233,0233,WO1.210233,OM 2000,MENARA WARNA,IMPRABOARD,N,4.00,1530.00,365.00,11800.00,5600.00,1422.20,0.253964286,457.60,0.30,3.00,5.43,2.57,             -  ,325.00,4.38,0.68,0.81,0.76,0.41,13.13
05/05/2021,233,0233,WO1.210233,OM 2000,MENARA WARNA,IMPRABOARD,N,4.00,1530.00,365.00,                -  ,6216.00,1347.60,0.216795367,427.50,0.50,3.00,5.09,2.91,             -  ,325.00,4.15,0.64,0.81,0.76,0.39,12.44
04/05/2021,233,0233,WO1.210233,OM 2000,MENARA WARNA,IMPRABOARD,N,4.00,1810.00,365.00,1900.00,2050.00,605.80,0.295512195,515.20,0.30,3.00,2.17,2.83,             -  ,325.00,1.86,0.43,0.86,0.54,0.20,5.59
19/04/2021,32,0032,WO3.210032,OM 2000,TRIAL,IMPRABOARD,N,4.00,1550.00,400.00,20.00,20.00,6.90,0.345000000,313.20,        -  ,3.00,0.03,2.73,             -  ,325.00,0.02,0.01,0.72,0.02,0.00,0.06
19/04/2021,32,0032,WO3.210032,OM 2000,TRIAL,IMPRABOARD,N,4.00,1850.00,400.00,20.00,20.00,6.90,0.345000000,2.00,        -  ,3.00,0.03,0.05,             -  ,325.00,0.02,0.40,0.72,0.78,0.22,0.06
10/04/2021,202,0202,WO1.210202,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1750.00,600.00,69650.00,4020.00,2040.70,0.507636816,3442.20,17.70,3.00,6.52,14.99,0.75,420.00,4.86,0.29,0.75,0.37,0.08,14.58
11/04/2021,202,0202,WO1.210202,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1750.00,600.00,                -  ,6380.00,3236.80,0.507335423,2225.20,3.20,3.00,11.17,8.33,4.50,420.00,7.71,0.47,0.69,0.59,0.19,23.12
12/04/2021,202,0202,WO1.210202,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1750.00,600.00,                -  ,12870.00,6531.90,0.507529138,2035.70,3.90,3.00,16.47,4.95,2.58,420.00,15.55,0.69,0.94,0.76,0.49,46.66
13/04/2021,202,0202,WO1.210202,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1750.00,600.00,                -  ,11180.00,5678.00,0.507871199,1665.90,2.20,3.00,14.38,3.62,6.00,420.00,13.52,0.60,0.94,0.77,0.44,40.56
14/04/2021,202,0202,WO1.210202,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1750.00,600.00,                -  ,12750.00,6475.30,0.507866667,2245.80,1.90,3.00,17.04,6.96,             -  ,420.00,15.42,0.71,0.90,0.74,0.48,46.25
15/04/2021,202,0202,WO1.210202,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1750.00,600.00,                -  ,11275.00,5725.60,0.507813747,2825.60,13.00,3.00,14.05,9.95,             -  ,420.00,13.63,0.59,0.97,0.67,0.38,40.90
16/04/2021,202,0202,WO1.210202,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1750.00,600.00,                -  ,11190.00,5683.30,0.507890974,2497.70,8.00,3.00,14.54,9.46,             -  ,420.00,13.53,0.61,0.93,0.69,0.39,40.60
26/04/2021,222,0222,WO1.210222,OM 2600,MENARA WARNA,IMPRABOARD,N,4.00,1750.00,600.00,1050.00,1050.00,511.20,0.486857143,1133.40,1.40,3.00,1.43,1.44,             -  ,400.00,1.28,0.50,0.90,0.31,0.14,3.83
07/04/2021,29,0029,WO3.210029,OM 2600,TRIAL,IMPRABOARD,N,4.00,890.00,620.00,25.00,15.00,3.80,0.253333333,326.20,        -  ,3.00,0.01,             -  ,             -  ,420.00,0.01,1.00,0.83,0.01,0.01,0.03
24/05/2021,253,0253,WO1.210253,OM 2600,KREASI DASATAMA,IMPRABOARD,N,4.00,1360.00,625.00,5600.00,5600.00,3214.20,0.573964286,1159.30,1.00,3.00,8.43,3.37,             -  ,420.00,7.65,0.71,0.91,0.73,0.48,22.96
25/05/2021,255,0255,WO1.210255,OM 2600,KREASI DASATAMA,IMPRABOARD,N,4.00,750.00,833.00,                -  ,1251.00,673.50,0.538369305,323.40,        -  ,3.00,1.73,0.41,             -  ,420.00,1.60,0.81,0.93,0.68,0.51,4.81
08/03/2021,144,0144,WO1.210144,OM 2600,KREASI DASATAMA,IMPRABOARD,N,4.00,1440.00,833.00,4000.00,850.00,697.20,0.820235294,403.40,0.50,3.00,1.88,1.01,             -  ,420.00,1.66,0.65,0.88,0.63,0.36,4.98
09/03/2021,144,0144,WO1.210144,OM 2600,KREASI DASATAMA,IMPRABOARD,N,4.00,1440.00,833.00,                -  ,3150.00,2577.70,0.818317460,289.50,0.20,3.00,6.63,0.24,             -  ,420.00,6.14,0.96,0.93,0.90,0.80,18.41
22/02/2021,99,0099,WO1.210099,OM 2000,ALAM SEGAR,IMPRABOARD,N,4.00,1250.00,920.00,3100.00,1700.00,1775.70,1.044529412,1674.60,5.70,9.00,6.77,7.10,             -  ,300.00,5.92,0.49,0.87,0.51,0.22,53.27
25/02/2021,103,0103,WO1.210103,OM 2000,GREAT GIANT,IMPRABOARD,N,4.00,1250.00,920.00,1400.00,1420.00,1475.30,1.038943662,466.60,5.10,6.00,5.28,5.68,2.25,300.00,4.92,0.40,0.93,0.76,0.28,29.51
25/02/2021,106,0106,WO1.210106,OM 2000,ALAM SEGAR,IMPRABOARD,N,4.00,780.00,1000.00,1006.00,1006.00,533.40,0.530218688,341.30,0.20,3.00,1.75,1.04,             -  ,300.00,1.78,0.63,1.01,0.61,0.39,5.33
28/02/2021,107,0107,WO1.210107,OM 2000,ALAM SEGAR,IMPRABOARD,N,4.00,780.00,1000.00,1010.00,1010.00,538.70,0.533366337,128.30,        -  ,3.00,1.88,0.20,             -  ,300.00,1.80,0.90,0.95,0.81,0.70,5.39
03/05/2021,232,0232,WO1.210232,OM 2000,PRIMA TECH,IMPRABOARD,N,4.00,810.00,1000.00,460.00,460.00,256.70,0.558043478,564.20,        -  ,3.00,0.83,1.75,             -  ,325.00,0.79,0.32,0.96,0.31,0.10,2.37
