tanggal,kk,cleaning,trial,fresh,mesin,fg_item,fg_qty,berat_unit,fg,hold,reject,waste,trimming,scrap_usage,dl,eff_hour,dt_produksi,dt_teknik
02/02/2021,WO2.210027,FALSE,FALSE,0,26,13464,783.7663968,1.366351,1070.9,0,298.3,0,0,0,3,3.84,0.8,0.74
03/02/2021,WO3.210005,FALSE,TRUE,0,26,12923,25.2,1,25.2,0,127.6,0,0,0,3,0.11,1.27,0
03/02/2021,WO3.210006,FALSE,TRUE,0,26,12923,25.2,1,25.2,0,7.6,0,0,0,3,0.11,1.27,0
19/04/2021,WO2.210068,FALSE,FALSE,0,26,13464,317.4879661,1.366351,433.8,0,464.3,0,0,0,3,1.35,3.38,0
05/03/2021,WO2.210042,FALSE,FALSE,0,26,13464,1230.284166,1.366351,1681,0,556.7,0.9,0,0,3,5.96,2.58,0.12
09/04/2021,WO2.210058,FALSE,FALSE,0,26,13438,1116.190225,1.5182,1694.6,0,904.9,1.3,0,0,3,6.08,1.2,0
04/02/2021,WO2.210024,FALSE,FALSE,0,26,11197,1240.216125,1.062718,1318,0,243.7,0,0,0,3,4.66,0.64,0
30/01/2021,WO2.210018,FALSE,FALSE,0,26,13464,982.2512663,1.366351,1342.1,0,453.3,0.4,0,0,3,4.758666667,0.658333333,1
28/01/2021,WO2.210016,FALSE,FALSE,0,26,16241,2797.930998,1.669984,4672.5,0,970.8,1.2,0,0,3,16.58566667,2.388333333,0
01/03/2021,WO2.210034,FALSE,FALSE,0,26,16241,1726.423726,1.669984,2883.1,0,223.5,1,0,0,3,10.24,0.12,0
01/02/2021,WO2.210022,FALSE,FALSE,0,26,11197,1513.101312,1.062718,1608,0,783.2,0.8,0,0,3,5.71,4.4,0
15/04/2021,WO2.210060,FALSE,FALSE,0,26,13368,2398.856165,1.138626,2731.4,0,991.3,0.8,0,0,3,8.92,4.89,0
20/04/2021,WO2.210058,FALSE,FALSE,0,26,13438,109.1424055,1.5182,165.7,0,234.3,0,0,0,3,0.55,0.63,0
27/02/2021,WO2.210032,FALSE,FALSE,0,26,11197,1141.036474,1.062718,1212.6,0,355.9,0,0,0,3,4.29,0.67,0
02/03/2021,WO2.210035,FALSE,FALSE,0,26,13438,3889.474378,1.5182,5905,0,751.7,2.1,0,0,3,21.02,2.99,0
08/05/2021,WO2.210091,FALSE,FALSE,0,26,12659,1686.763904,1.153807,1946.2,0,1154.6,0.5,0,0,3,6.07,7.94,10
10/04/2021,WO2.210050,FALSE,FALSE,0,26,11197,1537.943274,1.062718,1634.4,0,102.6,0.4,0,0,3,5.34,0,0
29/04/2021,WO2.210080,FALSE,FALSE,0,26,12659,2257.309931,1.153807,2604.5,0,254.8,0.7,0,0,3,7.69,1.09,0
04/03/2021,WO2.210042,FALSE,FALSE,0,26,13464,2163.06059,1.366351,2955.5,0,645.2,1.3,0,0,3,10.51,2.14,1.17
27/01/2021,WO2.210001,FALSE,FALSE,0,26,13438,2520.287182,1.5182,3826.3,0,373.7,1.3,0,0,3,13.65533333,0.15,0
09/04/2021,WO2.210050,FALSE,FALSE,0,26,11197,520.9284119,1.062718,553.6,0,212.8,0.5,0,0,3,1.96,0,0
26/01/2021,WO2.210001,FALSE,FALSE,0,26,13438,1944.803056,1.5182,2952.6,0,347.4,1,0,0,3,10.53733333,0.15,0
31/05/2021,WO2.210100,FALSE,FALSE,0,26,13438,1786.062442,1.5182,2711.6,0,658.7,1.1,0,0,3,9.64,1.4,0
19/04/2021,WO2.210072,FALSE,FALSE,0,26,13438,2520.35305,1.5182,3826.4,0,366.8,0.7,0,0,3,12.64,0.91,0
27/02/2021,WO2.210033,FALSE,FALSE,0,26,11197,992.2669984,1.062718,1054.5,0,215.8,0,0,0,3,3.76,0.46,0
16/04/2021,WO2.210060,FALSE,FALSE,0,26,13438,873.2051113,1.5182,1325.7,0,104.2,0,0,0,3,4.4,0.76,0
24/04/2021,WO2.210077,FALSE,FALSE,0,26,16241,2183.014927,1.669984,3645.6,0,553.6,0.5,0,0,3,11.98,0.94,0
17/04/2021,WO2.210067,FALSE,FALSE,0,26,16241,2480.74233,1.669984,4142.8,0,323.4,0.5,0,0,3,13.64,0.25,0
29/01/2021,WO2.210017,FALSE,FALSE,0,26,16241,1587.679882,1.669984,2651.4,0,813.8,0.8,0,0,3,8.193333333,3,0
07/05/2021,WO2.210091,FALSE,FALSE,0,26,12659,1066.729531,1.153807,1230.8,0,224.2,0.6,0,0,3,3.84,1.08,0
29/05/2021,WO2.210097,FALSE,FALSE,0,26,11197,694.633948,1.062718,738.2,0,258,0.4,0,0,3,2.19,0.9,0
18/04/2021,WO2.210068,FALSE,FALSE,0,26,13464,1567.898732,1.366351,2142.3,0,599.1,0.8,0,0,3,7.02,2.41,0
01/02/2021,WO2.210023,FALSE,FALSE,0,26,12659,893.1303069,1.153807,1030.5,0,660.8,0.4,0,0,3,3.65,2.88,0
28/05/2021,WO2.210096,FALSE,FALSE,0,26,11197,1141.224671,1.062718,1212.8,0,76,0,0,0,3,3.97,0,0
04/05/2021,WO2.210088,FALSE,FALSE,0,26,13464,3076.369103,1.366351,4203.4,0,504.7,1.1,0,0,3,13.77,1.3,0
01/03/2021,WO2.210035,FALSE,FALSE,0,26,13438,59.54419708,1.5182,90.4,0,392.4,0.3,0,0,3,0.32,1.7,0
03/02/2021,WO2.210023,FALSE,FALSE,0,26,11197,595.4542974,1.062718,632.8,0,43.9,0.8,0,0,3,2.26,0,0
12/04/2021,WO2.210060,FALSE,FALSE,0,26,13368,0,1.138626,0,0,62.5,0,0,0,3,0,0.02,1.17
13/04/2021,WO2.210060,FALSE,FALSE,0,26,13368,0,1.138626,0,0,42,1.2,0,0,3,0,0.83,23.2
30/01/2021,WO2.210017,FALSE,FALSE,0,26,16241,1190.909614,1.669984,1988.8,0,419,0.7,0,0,3,7.099666667,0.9,0
04/02/2021,WO2.210024,FALSE,FALSE,0,26,12659,744.3185905,1.153807,858.8,0,134.5,0,0,0,3,3.05,0.26,0
25/04/2021,WO2.210077,FALSE,FALSE,0,26,16241,1230.610593,1.669984,2055.1,0,147,0.6,0,0,3,6.78,0,0
28/02/2021,WO2.210033,FALSE,FALSE,0,26,12659,1091.690378,1.153807,1259.6,0,395.32,0.7,0,0,3,4.47,1.25,0
23/04/2021,WO2.210076,FALSE,FALSE,0,26,13464,674.863194,1.366351,922.1,0,705.1,3,0,0,3,3.02,2,0
12/04/2021,WO2.210059,FALSE,FALSE,0,26,16294,2629.644897,1.6981,4465.4,0,425.2,1.9,0,0,3,14.31,1.06,0
10/02/2021,WO2.210030,FALSE,FALSE,0,26,16350,1191.359903,0.3287,391.6,0,256.8,0.5,0,0,3,1.49,0,0
01/03/2021,WO2.210035,FALSE,FALSE,0,26,15697,3394.539249,0.293,994.6,0,409.5,0,0,0,3,4.68,0,0
10/02/2021,WO2.210030,FALSE,FALSE,0,26,16302,50.35971223,0.6394,32.2,0,751.8,0,0,0,3,0.12,2.84,0
27/02/2021,WO2.210032,FALSE,FALSE,0,26,12127,595.9383754,0.8568,510.6,0,135.2,0.5,0,0,3,1.84,0.25,0
08/04/2021,WO1.210198,FALSE,FALSE,0,26,29660,655.5899553,2.907,1905.8,0,267.2,1.4,0,0,3,6.14,0.88,0
10/04/2021,WO2.210050,FALSE,FALSE,0,26,12127,596.0550887,0.8568,510.7,0,124,0.5,0,0,3,1.71,0,0
26/04/2021,WO1.210225,FALSE,FALSE,0,26,9912,0,3.6337,0,0,355,0.5,0,0,3,0,2,0
09/02/2021,WO1.210085,FALSE,FALSE,0,26,9912,19.86955445,3.6337,72.2,0,101.9,0,0,0,3,0.25,1.28,0
08/02/2021,WO1.210085,FALSE,FALSE,0,26,9912,278.2288026,3.6337,1011,0,217.2,0.3,0,0,3,3.51,0.52,0
03/02/2021,WO2.210023,FALSE,FALSE,0,26,11174,99.36790969,0.797038,79.2,0,19,0,0,0,3,0.28,0,0
08/03/2021,WO1.210133,FALSE,FALSE,0,26,9912,72.54313785,3.6337,263.6,0,13.5,0.1,0,0,3,0.92,0,0
22/05/2021,WO1.210252,FALSE,FALSE,0,26,9912,298.1258772,3.6337,1083.3,0,304.2,0,0,0,3,3.49,0.99,0
23/05/2021,WO1.210256,FALSE,FALSE,0,26,9912,99.3752924,3.6337,361.1,0,18.8,0,0,0,3,1.17,0,0
24/05/2021,WO1.210257,FALSE,FALSE,0,26,29660,308.0839353,2.907,895.6,0,33.5,0,0,0,3,2.86,0,0
31/03/2021,WO1.210186,FALSE,FALSE,0,26,9912,79.50573795,3.6337,288.9,0,154.3,0,0,0,3,0.93,1.44,0
18/03/2021,WO1.210159,FALSE,FALSE,0,26,29660,355.7963536,2.907,1034.3,0,316.1,0.6,0,0,3,3.38,3.26,0
08/04/2021,WO1.210198,FALSE,FALSE,0,26,9912,298.1533974,3.6337,1083.4,0,56.8,0.4,0,0,3,3.49,0.02,0
27/04/2021,WO1.210225,FALSE,FALSE,0,26,9912,298.1533974,3.6337,1083.4,0,777.1,1,0,0,3,3.49,4.51,0
31/03/2021,WO1.210184,FALSE,FALSE,0,26,9912,253.4331398,3.6337,920.9,0,65.1,0.4,0,0,3,2.96,0.07,0
06/04/2021,WO1.210193,FALSE,FALSE,0,26,9912,496.9315023,3.6337,1805.7,0,303.9,0.4,0,0,3,5.81,0.27,0
06/04/2021,WO1.210192,FALSE,FALSE,0,26,9912,650.9893497,3.6337,2365.5,0,275,0.5,0,0,3,7.63,0.26,0
18/03/2021,WO1.210160,FALSE,FALSE,0,26,9912,997.8534276,3.6337,3625.9,0,291.6,0.5,0,0,3,11.67,0.7,0
24/04/2021,WO2.210077,FALSE,FALSE,0,26,13368,119.2665546,1.138626,135.8,0,509.8,0,0,0,3,0.45,1.55,0
04/04/2021,WO1.210185,FALSE,FALSE,0,26,9912,795.1124198,3.6337,2889.2,0,270.7,0.3,0,0,3,9.3,0.79,0
22/05/2021,WO1.210256,FALSE,FALSE,0,26,9912,397.5562099,3.6337,1444.6,0,131.5,0.8,0,0,3,4.65,0.2,0
07/04/2021,WO1.210196,FALSE,FALSE,0,26,9912,964.0861931,3.6337,3503.2,0,610.8,1,0,0,3,11.28,1.07,0
17/03/2021,WO1.210149,FALSE,FALSE,0,26,9912,506.8937997,3.6337,1841.9,0,105.3,0,0,0,3,5.93,0.03,0
03/04/2021,WO1.210185,FALSE,FALSE,0,26,29660,298.1768146,2.907,866.8,0,369.2,0.3,0,0,3,2.8,4.11,0
31/03/2021,WO1.210186,FALSE,FALSE,0,26,29660,298.1768146,2.907,866.8,0,152.5,0.6,0,0,3,2.8,0.32,0
17/03/2021,WO1.210150,FALSE,FALSE,0,26,9912,221.6473567,3.6337,805.4,0,655.3,0.5,0,0,3,2.81,3.18,0
13/01/2021,WO1.210014,FALSE,FALSE,0,26,9912,298.1809175,3.6337,1083.5,0,645.2,0.3,0,0,3,3.768333333,1.346666667,0
30/03/2021,WO1.210186,FALSE,FALSE,0,26,9912,417.4532845,3.6337,1516.9,0,115.6,0.2,0,0,3,4.89,0.13,0
18/03/2021,WO1.210150,FALSE,FALSE,0,26,9912,76.53356083,3.6337,278.1,0,60.5,0,0,0,3,0.96,0.3,0
17/03/2021,WO1.210148,FALSE,FALSE,0,26,9912,815.0370146,3.6337,2961.6,0,247.7,1.2,0,0,3,9.72,0.55,0
25/05/2021,WO1.210257,FALSE,FALSE,0,26,29660,188.8544892,2.907,549,0,7.8,0,0,0,3,1.71,0,0
03/04/2021,WO1.210185,FALSE,FALSE,0,26,9912,1192.77871,3.6337,4334.2,0,683.8,1,0,0,3,13.86,2.9,0
07/03/2021,WO1.210137,FALSE,FALSE,0,26,9912,298.2084377,3.6337,1083.6,0,870.7,0.4,0,0,3,3.75,3.45,0
12/01/2021,WO1.210009,FALSE,FALSE,0,26,9912,497.0140628,3.6337,1806,0,264.7,0.3,0,0,3,6.255666667,1.621666667,0
25/02/2021,WO1.210108,FALSE,FALSE,0,26,9912,447.3126565,3.6337,1625.4,0,326.5,2.5,0,0,3,5.62,1.57,0
11/01/2021,WO1.210009,FALSE,FALSE,0,26,9893,914.5166839,2.907,2658.5,0,1371.3,1.8,0,0,3,9.206,8.626666667,2.333333333
02/02/2021,WO2.210023,FALSE,FALSE,0,26,12633,1192.85239,0.715428,853.4,0,30.8,0,0,0,3,2.95,0,0
01/04/2021,WO1.210184,FALSE,FALSE,0,26,29660,994.0488476,2.907,2889.7,0,271.4,0.2,0,0,3,9.26,0.47,0
25/05/2021,WO1.210259,FALSE,FALSE,0,26,29660,531.8197454,2.907,1546,0,334.3,0.3,0,0,3,4.94,2.3,1
31/01/2021,WO1.210049,FALSE,FALSE,0,26,9912,278.3388832,3.6337,1011.4,0,659.4,0.2,0,0,3,3.519333333,3.98,0
08/03/2021,WO1.210134,FALSE,FALSE,0,26,29660,311.1455108,2.907,904.5,0,526,1.5,0,0,3,3.13,3.03,0
10/04/2021,WO2.210050,FALSE,FALSE,0,26,29210,3081.656905,0.70686,2178.3,0,1185,0.8,0,0,3,9.68,2.21,1.38
08/02/2021,WO1.210081,FALSE,FALSE,0,26,9912,497.041583,3.6337,1806.1,0,385.3,0.6,0,0,3,6.25,0.85,0.83
20/05/2021,WO1.210239,FALSE,FALSE,0,26,29660,516.9246646,2.907,1502.7,0,467.3,0.5,0,0,3,4.82,3.43,0.5
09/03/2021,WO1.210136,FALSE,FALSE,0,26,9893,516.9246646,2.907,1502.7,0,154,0.2,0,0,3,5.2,0,0
13/01/2021,WO1.210018,FALSE,FALSE,0,26,9912,178.9360707,3.6337,650.2,0,99.7,0,0,0,3,2.249666667,0.166666667,0
16/03/2021,WO1.210148,FALSE,FALSE,0,26,9912,178.9360707,3.6337,650.2,0,24.7,0.5,0,0,3,2.25,0,0
16/03/2021,WO1.210155,FALSE,FALSE,0,26,9912,333.0214382,3.6337,1210.1,0,319.9,1,0,0,3,4.19,1.09,0
13/01/2021,WO1.210012,FALSE,FALSE,0,26,9912,97.42136115,3.6337,354,0,64.1,0,0,0,3,1.225666667,0.183333333,0
08/02/2021,WO1.210084,FALSE,FALSE,0,26,9912,308.1707351,3.6337,1119.8,0,365.7,0.5,0,0,3,3.87,0.67,0
10/03/2021,WO1.210151,FALSE,FALSE,0,26,29660,999.0712074,2.907,2904.3,0,326.7,0.9,0,0,3,10.05,0.61,2.77
27/01/2021,WO2.210015,FALSE,FALSE,0,26,16294,855.0733172,1.6981,1452,0,131.2,0.5,0,0,3,5.277333333,0,0
09/02/2021,WO1.210085,FALSE,FALSE,0,26,29660,412.5558996,2.907,1199.3,0,46.1,0,0,0,3,4.15,0,0
13/01/2021,WO1.210010,FALSE,FALSE,0,26,9912,994.1106861,3.6337,3612.3,0,346.5,1.2,0,0,3,12.49766667,0.35,0
06/03/2021,WO1.210124,FALSE,FALSE,0,26,9912,338.0025869,3.6337,1228.2,0,1682,0.5,0,0,3,4.25,12.25,0
09/03/2021,WO1.210135,FALSE,FALSE,0,26,9912,338.0025869,3.6337,1228.2,0,48.7,0.3,0,0,3,4.26,0.33,0
09/03/2021,WO1.210138,FALSE,FALSE,0,26,9912,507.0038803,3.6337,1842.3,0,348.2,0.5,0,0,3,6.37,1.25,0
26/02/2021,WO1.210108,FALSE,FALSE,0,26,9912,546.7705094,3.6337,1986.8,0,77,0,0,0,3,6.88,0.12,0
15/03/2021,WO1.210123,FALSE,FALSE,0,26,9912,377.769216,3.6337,1372.7,0,134.1,0.9,0,0,3,4.75,2.38,4
07/02/2021,WO1.210083,FALSE,FALSE,0,26,9912,994.1382062,3.6337,3612.4,0,180.4,0.5,0,0,3,12.5,0.14,0
10/03/2021,WO1.210139,FALSE,FALSE,0,26,9912,248.5345516,3.6337,903.1,0,44.8,0.3,0,0,3,3.16,0,0
09/03/2021,WO1.210139,FALSE,FALSE,0,26,9912,248.5345516,3.6337,903.1,0,128.1,0.5,0,0,3,3.12,0.25,0
08/03/2021,WO1.210135,FALSE,FALSE,0,26,9912,656.1356193,3.6337,2384.2,0,681.8,1.3,0,0,3,8.25,3.77,0.5
12/01/2021,WO1.210009,FALSE,FALSE,0,26,29660,79.53216374,2.907,231.2,0,34.3,0,0,0,3,0.801666667,0,0
05/02/2021,WO1.210086,FALSE,FALSE,0,26,29660,159.0643275,2.907,462.4,0,212.6,0.3,0,0,3,1.6,0.4,0
06/02/2021,WO1.210086,FALSE,FALSE,0,26,29660,139.1812865,2.907,404.6,0,127.4,0,0,0,3,1.4,0.75,5.45
26/02/2021,WO1.210108,FALSE,FALSE,0,26,29660,497.0760234,2.907,1445,0,105.6,0.5,0,0,3,5,0,0
15/03/2021,WO1.210147,FALSE,FALSE,0,26,29660,397.6608187,2.907,1156,0,44,0,0,0,3,4,0,0
16/03/2021,WO1.210147,FALSE,FALSE,0,26,29660,99.41520468,2.907,289,0,11,0,0,0,3,1,0,0
25/04/2021,WO1.210223,FALSE,FALSE,0,26,29660,0,2.907,0,0,530,5.5,0,0,3,0,1,4.25
26/04/2021,WO1.210223,FALSE,FALSE,0,26,29660,815.2046784,2.907,2369.8,0,584.4,0.3,0,0,3,8.2,2.12,2
12/01/2021,WO1.210012,FALSE,FALSE,0,26,9912,636.2660649,3.6337,2312,0,125.6,0.3,0,0,3,8,0.125,0
14/01/2021,WO1.210018,FALSE,FALSE,0,26,9912,318.1330324,3.6337,1156,0,78.4,0,0,0,3,4,0.125,0
05/02/2021,WO1.210048,FALSE,FALSE,0,26,9912,994.1657264,3.6337,3612.5,0,147,0.4,0,0,3,12.5,0.03,0
07/03/2021,WO1.210124,FALSE,FALSE,0,26,9912,159.0665162,3.6337,578,0,22,0.4,0,0,3,2,0,0
31/03/2021,WO3.210021,FALSE,TRUE,0,26,16646,30.17699115,1.13,34.1,0,295.9,0,0,0,3,0.11,1.05,0
19/05/2021,WO2.210090,FALSE,FALSE,0,26,12633,4374.584165,0.715428,3129.7,0,784.7,4.1,0,0,3,9.96,3.41,0
28/01/2021,WO2.210015,FALSE,FALSE,0,26,16294,201.1660091,1.6981,341.6,0,159.3,0,0,0,3,1.183,1,0
27/01/2021,WO2.210015,FALSE,FALSE,0,26,16352,1910.968363,0.322245,615.8,0,368.1,0.2,0,0,3,2.132666667,1.353333333,0
07/02/2021,WO1.210082,FALSE,FALSE,0,26,29660,497.2136223,2.907,1445.4,0,369.1,0.5,0,0,3,5,0,0
13/03/2021,WO1.210123,FALSE,FALSE,0,26,9912,914.93519,3.6337,3324.6,0,817,0.7,0,0,3,11.5,4.64,0
01/02/2021,WO2.210023,FALSE,FALSE,0,26,12653,149.1871553,0.865356,129.1,0,9.9,0,0,0,3,0.46,0,0
27/02/2021,WO2.210033,FALSE,FALSE,0,26,11174,273.5126807,0.797038,218,0,15.6,0.8,0,0,3,0.78,0,0
25/01/2021,WO2.210001,FALSE,FALSE,0,26,13368,477.417519,1.138626,543.6,0,533.2,0.3,0,0,3,1.942666667,0.723333333,4.333333333
02/02/2021,WO2.210027,FALSE,FALSE,0,26,13368,397.8479325,1.138626,453,0,541.1,0.5,0,0,3,1.66,0,0
03/02/2021,WO3.210005,FALSE,TRUE,0,26,12905,24.86631016,1.122,27.9,0,196.3,0,0,0,3,0.12,0,0
03/02/2021,WO3.210006,FALSE,TRUE,0,26,12905,24.86631016,1.122,27.9,0,278.3,0,0,0,3,0.12,0,0
30/05/2021,WO2.210099,FALSE,FALSE,0,26,11174,124.3353516,0.797038,99.1,0,503.7,0.8,0,0,3,0.32,2.26,0
03/03/2021,WO2.210042,FALSE,FALSE,0,26,13367,1233.455931,1.024763,1264,0,1003.1,0.5,0,0,3,4.96,5.1,0
31/05/2021,WO2.210100,FALSE,FALSE,0,26,13368,676.4293104,1.138626,770.2,0,314.2,0.2,0,0,3,2.72,2.73,2.21
11/05/2021,WO2.210091,FALSE,FALSE,0,26,11174,1044.492232,0.797038,832.5,0,289.4,0.5,0,0,3,2.73,1.08,0
31/01/2021,WO2.210021,FALSE,FALSE,0,26,13368,298.429862,1.138626,339.8,0,249.2,0,0,0,3,1.204333333,0.333333333,0.211666667
09/04/2021,WO2.210058,FALSE,FALSE,0,26,13368,298.429862,1.138626,339.8,0,24.4,0,0,0,3,1.21,0,0
10/05/2021,WO2.210091,FALSE,FALSE,0,26,11174,671.4861776,0.797038,535.2,0,170.4,0.8,0,0,3,1.76,2.19,0
28/02/2021,WO2.210033,FALSE,FALSE,0,26,12653,1044.541206,0.865356,903.9,0,56.1,0,0,0,3,3.2,0,0
28/02/2021,WO2.210033,FALSE,FALSE,0,26,11174,1094.301652,0.797038,872.2,0,55.3,0,0,0,3,3.09,0,0
10/04/2021,WO2.210050,FALSE,FALSE,0,26,11174,547.1508259,0.797038,436.1,0,29.4,0,0,0,3,1.42,0.01,0
26/01/2021,WO2.210001,FALSE,FALSE,0,26,13368,2109.033168,1.138626,2401.4,0,1131.7,0.3,0,0,3,8.549,1.341666667,3.421666667
05/04/2021,WO2.210054,FALSE,FALSE,0,26,16350,2885.001521,0.3287,948.3,0,319.5,0.8,0,0,3,3.03,1.55,0
27/05/2021,WO2.210096,FALSE,FALSE,0,26,11174,1193.795026,0.797038,951.5,0,1299.6,0.5,0,0,3,3.37,3.08,5.65
22/04/2021,WO2.210051,FALSE,FALSE,0,26,11174,969.9663002,0.797038,773.1,0,47.7,0,0,0,3,2.53,0,0
28/04/2021,WO2.210080,FALSE,FALSE,0,26,12653,4029.093229,0.865356,3486.6,0,1190.2,2,0,0,3,11.02,3.81,9.17
02/02/2021,WO2.210023,FALSE,FALSE,0,26,12653,1343.031076,0.865356,1162.2,0,79.8,0,0,0,3,4.14,0,0
04/02/2021,WO2.210024,FALSE,FALSE,0,26,12653,1566.869589,0.865356,1355.9,0,136.2,0.8,0,0,3,4.81,0.16,0
04/03/2021,WO2.210042,FALSE,FALSE,0,26,13367,1532.06156,1.024763,1570,0,452.4,0.4,0,0,3,5.57,1.94,2.67
25/04/2021,WO2.210075,FALSE,FALSE,0,26,11174,1168.953049,0.797038,931.7,0,1405.8,6.5,0,0,3,3.35,4.62,4
02/02/2021,WO2.210027,FALSE,FALSE,0,26,13367,616.8255489,1.024763,632.1,0,44.1,0,0,0,3,2.25,0,0
10/02/2021,WO2.210028,FALSE,FALSE,0,26,16291,743.8223334,1.2788,951.2,0,169.3,0.4,0,0,3,3.33,0.42,0
06/04/2021,WO2.210054,FALSE,FALSE,0,26,16350,2139.032552,0.3287,703.1,0,89.1,0,0,0,3,2.22,0.23,0
31/05/2021,WO2.210099,FALSE,FALSE,0,26,11174,2039.551439,0.797038,1625.6,0,368.7,0.6,0,0,3,5.31,0,0
27/02/2021,WO2.210031,FALSE,FALSE,0,26,13857,1176,1.1625,1367.1,0,65.7,0.3,0,0,3,4.78,0,0
14/04/2021,WO2.210060,FALSE,FALSE,0,26,13368,696.4534448,1.138626,793,0,2790.5,0.9,0,0,3,2.62,11.49,9.9
25/05/2021,WO2.210095,FALSE,FALSE,0,26,13368,139.290689,1.138626,158.6,0,579.4,0.3,0,0,3,0.52,2.69,0
30/05/2021,WO2.210098,FALSE,FALSE,0,26,12653,4701.071004,0.865356,4068.1,0,1919.6,1.3,0,0,3,12.72,8.69,0
04/02/2021,WO2.210024,FALSE,FALSE,0,26,11174,1368.065262,0.797038,1090.4,0,97.5,0.2,0,0,3,3.88,0,0
30/01/2021,WO2.210018,FALSE,FALSE,0,26,13368,994.9711319,1.138626,1132.9,0,1089.5,0.8,0,0,3,4.031333333,2.968333333,1
04/05/2021,WO2.210088,FALSE,FALSE,0,26,13367,1174.125139,1.024763,1203.2,0,76.4,0,0,0,3,3.94,0,0
29/05/2021,WO2.210097,FALSE,FALSE,0,26,11174,646.7696647,0.797038,515.5,0,994.6,0.8,0,0,3,1.53,5.15,0
27/02/2021,WO2.210031,FALSE,FALSE,0,26,13368,298.5176871,1.138626,339.9,0,377.7,0,0,0,3,1.21,1.45,0
05/05/2021,WO2.210088,FALSE,FALSE,0,26,13367,1711.517688,1.024763,1753.9,0,295.6,0.7,0,0,3,5.77,0.6,0
29/05/2021,WO2.210098,FALSE,FALSE,0,26,12659,1542.372338,1.153807,1779.6,0,741.4,0,0,0,3,5.8,3.92,0
29/04/2021,WO2.210080,FALSE,FALSE,0,26,12653,3607.185944,0.865356,3121.5,0,378.1,0.6,0,0,3,9.9,1.89,0
09/05/2021,WO2.210091,FALSE,FALSE,0,26,12653,3291.131049,0.865356,2848,0,594.7,2,0,0,3,8.9,1.72,0
27/05/2021,WO2.210095,FALSE,FALSE,0,26,13368,258.7328939,1.138626,294.6,0,1168.3,1.2,0,0,3,1.05,4.95,6
28/01/2021,WO2.210016,FALSE,FALSE,0,26,16214,537.3801917,1.252,672.8,0,47.2,0.5,0,0,3,2.4,0,0
28/01/2021,WO2.210017,FALSE,FALSE,0,26,16214,99.52076677,1.252,124.6,0,40.3,0,0,0,3,0.442666667,0,0
17/04/2021,WO2.210067,FALSE,FALSE,0,26,16214,398.0830671,1.252,498.4,0,244.4,1.3,0,0,3,1.65,1.8,0
18/04/2021,WO2.210067,FALSE,FALSE,0,26,16214,2089.936102,1.252,2616.6,0,1035.4,0.9,0,0,3,8.57,1.76,0
24/04/2021,WO2.210077,FALSE,FALSE,0,26,16214,497.6038339,1.252,623,0,703.2,0.8,0,0,3,2.05,3.03,0
16/04/2021,WO2.210066,FALSE,FALSE,0,26,16214,1234.105431,1.252,1545.1,0,188.4,0.8,0,0,3,5.1,1.04,0
01/03/2021,WO2.210034,FALSE,FALSE,0,26,16214,1512.779553,1.252,1894,0,187.5,0,0,0,3,6.73,0.22,0
29/01/2021,WO2.210017,FALSE,FALSE,0,26,16214,2388.658147,1.252,2990.6,0,318.3,0.8,0,0,3,10.64833333,1.358333333,0
11/05/2021,WO2.210092,FALSE,FALSE,0,26,12564,4007.878872,0.694008,2781.5,0,1053.7,2.1,0,0,3,9.66,3.43,0
21/04/2021,WO2.210051,FALSE,FALSE,0,26,12561,1508.870215,0.6426,969.6,0,2119.6,2.1,0,0,3,3.78,7.9,10.33
20/04/2021,WO2.210051,FALSE,FALSE,0,26,12561,1279.800809,0.6426,822.4,0,1278,0.8,0,0,3,3.57,8.83,1
11/04/2021,WO2.210059,FALSE,FALSE,0,26,16291,2609.946825,1.2788,3337.6,0,646.5,0.5,0,0,3,10.83,1.88,0
17/04/2021,WO2.210066,FALSE,FALSE,0,26,16214,1016.134185,1.252,1272.2,0,82.7,0,0,0,3,4.17,1.16,0
04/04/2021,WO2.210053,FALSE,FALSE,0,26,13496,1866.938598,0.541314,1010.6,0,128.6,0.8,0,0,3,3.35,0.09,0
28/02/2021,WO2.210030,FALSE,FALSE,0,26,16304,29.89045383,0.639,19.1,0,125.9,0,0,0,3,0.07,1,0
19/05/2021,WO3.210038,FALSE,TRUE,0,26,9494,24.9122807,0.855,21.3,0,278.7,0,0,0,3,0.07,0,0
07/03/2021,WO1.210133,FALSE,FALSE,0,26,9912,318.9586372,3.6337,1159,0,368.3,0.5,0,0,3,4.01,2.22,0
31/03/2021,WO1.210184,FALSE,FALSE,0,26,9864,1515.191546,0.9084,1376.4,0,295.8,0.4,0,0,3,4.39,1.03,0
08/02/2021,WO1.210083,FALSE,FALSE,0,26,15242,1504.678041,0.1817,273.4,0,8.5,0,0,0,3,0.94,0,0
16/03/2021,WO1.210153,FALSE,FALSE,0,26,15242,3059.438635,0.1817,555.9,0,303.8,0.3,0,0,3,1.92,0.65,0
02/02/2021,WO2.210023,FALSE,FALSE,0,26,22618,872.3205965,0.5365,468,0,135.5,0.2,0,0,3,1.61,5.6,0
06/05/2021,WO2.210085,FALSE,FALSE,0,26,22618,2517.614166,0.5365,1350.7,0,54.4,0,0,0,3,4.68,0,0
