tanggal,kk,cleaning,trial,fresh,mesin,fg_item,fg_qty,berat_unit,fg,hold,reject,waste,trimming,scrap_usage,dl,eff_hour,dt_produksi,dt_teknik
03/03/2021,WO3.210012,FALSE,TRUE,0,26,9734,19.94152047,1.71,34.1,0,230.2,0,0,0,3,0.14,0.72,0
19/05/2021,WO2.210090,FALSE,FALSE,0,26,22618,1595.340168,0.5365,855.9,0,483.1,0,0,0,3,2.74,2.39,0
11/05/2021,WO2.210092,FALSE,FALSE,0,26,22618,3190.680336,0.5365,1711.8,0,225.9,1.2,0,0,3,5.11,0.66,0.08
12/01/2021,WO1.210009,FALSE,FALSE,0,26,29695,340.9469638,0.90014,306.9,0,332.9,0.5,0,0,3,1.059333333,1.166666667,0
03/02/2021,WO2.210023,FALSE,FALSE,0,26,22618,2718.359739,0.5365,1458.4,0,406.1,0.2,0,0,3,5.03,1.22,0
16/04/2021,WO2.210066,FALSE,FALSE,0,26,16241,2255.111426,1.669984,3766,0,673,0.8,0,0,3,12.31,0.39,0
28/02/2021,WO2.210030,FALSE,FALSE,0,26,16367,209.6092925,0.3788,79.4,0,310.5,0.1,0,0,3,0.28,1,0
15/04/2021,WO2.210060,FALSE,FALSE,0,26,13438,1737.254644,1.5182,2637.5,0,513.8,0.8,0,0,3,8.77,1.43,0
10/05/2021,WO2.210091,FALSE,FALSE,0,26,12653,5341.616629,0.865356,4622.4,0,1325.9,1.9,0,0,3,14.59,5.22,0
09/02/2021,WO2.210028,FALSE,FALSE,0,26,13857,858.7526882,1.1625,998.3,0,217.5,0.5,0,0,3,3.48,4.26,0
29/05/2021,WO2.210098,FALSE,FALSE,0,26,12653,699.2497885,0.865356,605.1,0,34.7,0.2,0,0,3,2,0,0
11/04/2021,WO2.210059,FALSE,FALSE,0,26,16350,920.9005172,0.3287,302.7,0,355.8,0.3,0,0,3,1.3,0,0
25/05/2021,WO2.210095,FALSE,FALSE,0,26,13857,949.5913978,1.1625,1103.9,0,52.2,0,0,0,3,3.56,0,0
10/02/2021,WO2.210030,FALSE,FALSE,0,26,16352,6422.442551,0.322245,2069.6,0,433.1,0.2,0,0,3,7.18,2.67,0
05/04/2021,WO2.210054,FALSE,FALSE,0,26,16350,2335.868573,0.3287,767.8,0,409.8,0.5,0,0,3,3.31,0.25,0
11/04/2021,WO2.210050,FALSE,FALSE,0,26,11893,8402.838428,0.0916,769.7,0,187,0.3,0,0,3,2.86,0.48,0
12/04/2021,WO2.210059,FALSE,FALSE,0,26,16292,1399.569892,1.27875,1789.7,0,247.4,0,0,0,3,5.78,1.67,0
11/04/2021,WO2.210054,FALSE,FALSE,0,26,16350,3465.774262,0.3287,1139.2,0,639.3,0.4,0,0,3,3.77,2.89,0
09/04/2021,WO2.210058,FALSE,FALSE,0,26,13857,974.7956989,1.1625,1133.2,0,102.8,0,0,0,3,3.97,1.72,0
30/04/2021,WO3.210036,FALSE,TRUE,0,26,12669,49.98954194,0.9562,47.8,0,262.2,0,0,0,3,0.15,0,0
08/02/2021,WO1.210083,FALSE,FALSE,0,26,9638,1079.777778,0.9,971.8,0,316.6,0,0,0,3,3.37,0.75,0
06/04/2021,WO1.210194,FALSE,FALSE,0,26,9747,1549.691185,0.1781,276,0,188,0,0,0,3,0.89,0.85,0
31/03/2021,WO1.210184,FALSE,FALSE,0,26,9747,3049.410444,0.1781,543.1,0,213.8,0.3,0,0,3,1.75,0,0
17/04/2021,WO2.210067,FALSE,FALSE,0,26,16367,1099.788807,0.3788,416.6,0,131.7,0,0,0,3,1.34,0,0
01/04/2021,WO1.210184,FALSE,FALSE,0,26,9921,745.0947368,3.5625,2654.4,0,289.6,0.8,0,0,3,8.55,0.5,0
26/02/2021,WO2.210031,FALSE,FALSE,0,26,13857,679.9139785,1.1625,790.4,0,1348.4,0.8,0,0,3,2.76,6.74,2.5
25/02/2021,WO1.210108,FALSE,FALSE,0,26,15935,9048.855483,0.2927,2648.6,0,463.6,0,0,0,3,8.83,4.99,2
06/04/2021,WO1.210195,FALSE,FALSE,0,26,9747,2549.691185,0.1781,454.1,0,19.3,0,0,0,3,1.46,0,0
23/05/2021,WO1.210257,FALSE,FALSE,0,26,12198,19197.71957,0.24206,4647,0,352.3,2.8,0,0,3,18.6,1.38,0
24/05/2021,WO1.210257,FALSE,FALSE,0,26,12198,15898.12443,0.24206,3848.3,0,553.45,1.3,0,0,3,14.75,6.39,0
11/02/2021,WO2.210030,FALSE,FALSE,0,26,16303,1330.048491,0.6393,850.3,0,42.2,0.5,0,0,3,2.98,0,0
03/03/2021,WO3.210012,FALSE,TRUE,0,26,11251,20,0.66,13.2,0,283.5,0,0,0,3,0.05,0.68,0
04/02/2021,WO1.210048,FALSE,FALSE,0,26,9834,360,0.7125,256.5,0,209.5,0.5,0,0,3,0.97,1.62,0
14/01/2021,WO1.210018,FALSE,FALSE,0,26,9638,600,0.9,540,0,22.5,0.2,0,0,3,1.875,0,0
07/02/2021,WO1.210073,FALSE,FALSE,0,26,9638,235,0.9,211.5,0,8.1,0,0,0,3,0.73,0,0
07/02/2021,WO1.210083,FALSE,FALSE,0,26,9638,920,0.9,828,0,109.6,0.8,0,0,3,2.88,0.25,0
07/03/2021,WO1.210124,FALSE,FALSE,0,26,9638,280,0.9,252,0,144.2,0,0,0,3,0.88,0.62,0
10/03/2021,WO1.210124,FALSE,FALSE,0,26,9638,0,0.9,0,0,125,0,0,0,3,0,0.42,0
12/03/2021,WO1.210124,FALSE,FALSE,0,26,9638,3160,0.9,2844,0,827.6,1.6,0,0,3,9.88,14.12,0
13/03/2021,WO1.210124,FALSE,FALSE,0,26,9638,1560,0.9,1404,0,636.6,0.2,0,0,3,4.86,3,0
10/03/2021,WO1.210139,FALSE,FALSE,0,26,9638,520,0.9,468,0,9,0,0,0,3,1.59,0,0
15/03/2021,WO1.210147,FALSE,FALSE,0,26,9638,1000,0.9,900,0,684.4,0.8,0,0,3,3.13,3.75,0
16/03/2021,WO1.210148,FALSE,FALSE,0,26,9638,1720,0.9,1548,0,573,0.4,0,0,3,5.37,4.87,0
17/03/2021,WO1.210148,FALSE,FALSE,0,26,9638,120,0.9,108,0,3,0,0,0,3,0.34,0,0
17/03/2021,WO1.210149,FALSE,FALSE,0,26,9638,500,0.9,450,0,101.5,0,0,0,3,1.44,0,0
30/03/2021,WO1.210186,FALSE,FALSE,0,26,9638,620,0.9,558,0,516,0.2,0,0,3,1.78,9.2,0
07/04/2021,WO1.210195,FALSE,FALSE,0,26,9638,2000,0.9,1800,0,66.9,0.5,0,0,3,5.74,0,0
07/04/2021,WO1.210197,FALSE,FALSE,0,26,9638,680,0.9,612,0,70.7,0,0,0,3,1.94,0.13,0
08/04/2021,WO1.210197,FALSE,FALSE,0,26,9638,600,0.9,540,0,20.3,0,0,0,3,1.72,0,0
21/05/2021,WO1.210251,FALSE,FALSE,0,26,9638,1680,0.9,1512,0,482.2,1.6,0,0,3,4.87,1.46,0.42
22/05/2021,WO1.210251,FALSE,FALSE,0,26,9638,400,0.9,360,0,429.1,0.5,0,0,3,1.16,0.89,0
22/05/2021,WO1.210252,FALSE,FALSE,0,26,9638,1840,0.9,1656,0,103.7,0.8,0,0,3,5.29,0.13,0
22/05/2021,WO1.210256,FALSE,FALSE,0,26,9638,1000,0.9,900,0,286.1,0,0,0,3,2.9,0.75,0
25/05/2021,WO1.210257,FALSE,FALSE,0,26,9638,500,0.9,450,0,137.95,0,0,0,3,1.48,0.73,0
09/02/2021,WO3.210007,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,278.5,0,0,0,3,0.08,0.92,0
09/02/2021,WO3.210008,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,228.5,0,0,0,3,0.08,0.92,0
15/03/2021,WO3.210014,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,296.5,0,0,0,3,0.08,0,0
15/03/2021,WO3.210015,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,296.5,0,0,0,3,0.08,0,0
07/03/2021,WO3.210016,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,287.5,0,0,0,3,0.08,0,0
07/03/2021,WO3.210017,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,287.5,0,0,0,3,0.08,0,0
07/03/2021,WO3.210017,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,287.5,0,0,0,3,0.08,0,0
31/03/2021,WO3.210022,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,307.5,0,0,0,3,0.08,0.92,0
09/03/2021,WO1.210135,FALSE,FALSE,0,26,9638,1040,0.9,936,0,193,0,0,0,3,3.24,0.14,0
27/04/2021,WO3.210023,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,232.5,0,0,0,3,0.07,0,0
27/04/2021,WO3.210024,FALSE,TRUE,0,26,9638,25,0.9,22.5,0,232.5,0,0,0,3,0.07,0.67,3.78
29/04/2021,WO3.210034,FALSE,TRUE,0,26,9638,50,0.9,45,0,255,0.8,0,0,3,0.14,0,0
29/04/2021,WO3.210035,FALSE,TRUE,0,26,9638,50,0.9,45,0,353,0,0,0,3,0.14,0,0
07/04/2021,WO3.210029,FALSE,TRUE,0,27,29171,7.884635336,0.48195,3.8,0,326.2,0,0,0,3,0.01,0,0
08/02/2021,WO2.210029,FALSE,FALSE,0,27,19254,227.9907915,2.834325,646.2,0,88.1,0,0,0,3,1.74,0,0
26/04/2021,WO2.210081,FALSE,FALSE,0,27,21384,750.6507996,0.5378,403.7,0,191.25,0,0,0,3,0.77,0,0
27/02/2021,WO2.210038,FALSE,FALSE,0,27,21416,806.1730663,0.5443,438.8,0,72,0.5,0,0,3,1.28,0,0
28/02/2021,WO2.210038,FALSE,FALSE,0,27,21416,275.2158736,0.5443,149.8,0,24.7,0,0,0,3,0.44,0,0
28/02/2021,WO2.210038,FALSE,FALSE,0,27,21384,1101.152845,0.5378,592.2,0,115.45,0,0,0,3,1.68,0.09,0
21/01/2021,WO2.210010,FALSE,FALSE,0,27,21384,1304.760134,0.5378,701.7,0,169.7,0,0,0,3,1.91125,0.171666667,0
20/05/2021,WO1.210245,FALSE,FALSE,0,27,29163,3730.003902,0.2563,956,0,1057,0.5,0,0,3,2.58,1.75,3.49
27/04/2021,WO2.210081,FALSE,FALSE,0,27,21384,1488.285608,0.5378,800.4,0,156.1,0,0,0,3,2.39,0,0
24/04/2021,WO2.210078,FALSE,FALSE,0,27,19223,1034.74313,2.0925,2165.2,0,1607,1.5,0,0,3,5.91,6.55,0
17/05/2021,WO1.210238,FALSE,FALSE,0,27,29336,4875.355632,0.65025,3170.2,0,165.4,0.6,0,0,3,7.45,3.56,0
28/04/2021,WO2.210082,FALSE,FALSE,0,27,18941,210.8819555,3.4038,717.8,0,345.3,0.5,0,0,3,1.98,0.68,0
08/02/2021,WO2.210029,FALSE,FALSE,0,27,18992,10.94914156,3.087,33.8,0,31.9,0,0,0,3,0.11,0.15,0
24/04/2021,WO2.210078,FALSE,FALSE,0,27,19254,1023.665247,2.834325,2901.4,0,978.4,0.6,0,0,3,7.75,3.79,0
17/05/2021,WO1.210238,FALSE,FALSE,0,27,21291,2004.301075,0.6975,1398,0,610,0.2,0,0,3,3.32,3.1,0
30/01/2021,WO1.210061,FALSE,FALSE,0,27,10723,2387.619048,2.1,5014,0,466.4,0.6,0,0,3,12.85619048,0.981666667,0
30/04/2021,WO2.210084,FALSE,FALSE,0,27,18932,2696.009179,2.7889,7518.9,0,816.4,0.6,0,0,3,20.79,0,0
16/04/2021,WO1.210202,FALSE,FALSE,0,27,29171,11792.30211,0.48195,5683.3,0,2497.7,8,0,0,3,14.54,9.46,0
13/04/2021,WO1.210202,FALSE,FALSE,0,27,29171,11781.30511,0.48195,5678,0,1665.9,2.2,0,0,3,14.38,3.62,6
14/04/2021,WO1.210202,FALSE,FALSE,0,27,29171,13435.6261,0.48195,6475.3,0,2245.8,1.9,0,0,3,17.04,6.96,0
15/04/2021,WO1.210202,FALSE,FALSE,0,27,29171,11880.07055,0.48195,5725.6,0,2825.6,13,0,0,3,14.05,9.95,0
10/04/2021,WO1.210202,FALSE,FALSE,0,27,29171,4234.256666,0.48195,2040.7,0,3442.2,17.7,0,0,3,6.52,14.99,0.75
12/04/2021,WO1.210202,FALSE,FALSE,0,27,29171,13553.06567,0.48195,6531.9,0,2035.7,3.9,0,0,3,16.47,4.95,2.58
11/04/2021,WO1.210202,FALSE,FALSE,0,27,29171,6716.049383,0.48195,3236.8,0,2225.2,3.2,0,0,3,11.17,8.33,4.5
06/03/2021,WO2.210041,FALSE,FALSE,0,27,18923,3087.566811,2.732702,8437.4,0,1162.6,1.5,0,0,3,23.37,0.64,0
09/03/2021,WO1.210144,FALSE,FALSE,0,27,19075,973.0441985,1.3281,1292.3,0,97.5,0,0,0,3,3.31,0,0
29/04/2021,WO2.210084,FALSE,FALSE,0,27,18932,61.38620962,2.7889,171.2,0,744.4,0.5,0,0,3,0.46,3.33,0
27/04/2021,WO2.210081,FALSE,FALSE,0,27,21416,1071.835385,0.5443,583.4,0,248.2,0.2,0,0,3,2.08,0,0
24/05/2021,WO1.210253,FALSE,FALSE,0,27,17829,5703.992902,0.5635,3214.2,0,1159.3,1,0,0,3,8.43,3.37,0
04/02/2021,WO1.210066,FALSE,FALSE,0,27,20199,254.6095238,5.25,1336.7,0,142.2,0,0,0,3,3.6,0.09,0
27/04/2021,WO2.210081,FALSE,FALSE,0,27,21416,1089.656439,0.5443,593.1,0,421.2,0,0,0,3,1.55,0.7,1.5
27/04/2021,WO2.210081,FALSE,FALSE,0,27,22226,304.8561151,0.7784,237.3,0,105.3,0.3,0,0,3,0.86,0,0
17/03/2021,WO2.210049,FALSE,FALSE,0,27,22226,406.4748201,0.7784,316.4,0,400.5,0,0,0,3,1.14,0.6,0
08/04/2021,WO2.210056,FALSE,FALSE,0,27,22187,335.1160888,1.5893,532.6,0,360.8,0.8,0,0,3,1.96,0.14,0
20/01/2021,WO2.210006,FALSE,FALSE,0,27,18868,3367.939219,2.1191,7137,0,798.6,0.7,0,0,3,19.663,0.175,0
08/02/2021,WO2.210029,FALSE,FALSE,0,27,18868,1095.370676,2.1191,2321.2,0,881.4,0.8,0,0,3,6.42,2.95,1.25
28/04/2021,WO2.210082,FALSE,FALSE,0,27,18868,811.3821906,2.1191,1719.4,0,599.3,1.5,0,0,3,4.76,1.53,0
18/04/2021,WO2.210065,FALSE,FALSE,0,27,18868,557.7839649,2.1191,1182,0,429.1,0,0,0,3,3.18,1.17,0
07/02/2021,WO2.210029,FALSE,FALSE,0,27,18868,425.9355387,2.1191,902.6,0,1965.1,11.1,0,0,3,2.5,6.88,0
19/03/2021,WO1.210158,FALSE,FALSE,0,27,10820,276.2694822,7.1604,1978.2,0,300.8,0,0,0,3,6.51,0,0
26/04/2021,WO2.210081,FALSE,FALSE,0,27,19014,1084.409908,1.0295,1116.4,0,318.35,0.8,0,0,3,2.95,1.08,0
17/03/2021,WO2.210049,FALSE,FALSE,0,27,19014,1185.721224,1.0295,1220.7,0,544.2,0.3,0,0,3,4.41,0,0
20/05/2021,WO3.210040,FALSE,TRUE,0,27,18868,40.53607664,2.1191,85.9,0,224.1,0,0,0,3,0.24,0,0
27/04/2021,WO2.210081,FALSE,FALSE,0,27,19014,1397.960175,1.0295,1439.2,0,222,0.3,0,0,3,3.65,0.5,0
08/04/2021,WO2.210056,FALSE,FALSE,0,27,22193,278.5772338,2.0917,582.7,0,276.4,0.2,0,0,3,2.15,0,0
17/03/2021,WO2.210049,FALSE,FALSE,0,27,19377,810.365911,1.0631,861.5,0,380.7,0.2,0,0,3,3.06,0,0
27/04/2021,WO2.210081,FALSE,FALSE,0,27,19377,506.4434202,1.0631,538.4,0,227.4,0,0,0,3,1.91,0,0
18/04/2021,WO2.210065,FALSE,FALSE,0,27,17071,202.4509804,2.04,413,0,250.7,0.5,0,0,3,1.27,0.38,0
17/04/2021,WO2.210065,FALSE,FALSE,0,27,18868,2985.890236,2.1191,6327.4,0,2064,1.3,0,0,3,17.47,5.19,1.33
21/01/2021,WO2.210006,FALSE,FALSE,0,27,17071,367.3529412,2.04,749.4,0,144.8,0.3,0,0,3,2.0965,0.25,0
24/01/2021,WO2.210008,FALSE,FALSE,0,27,18932,131.5572448,2.7889,366.9,0,33.1,0,0,0,3,1,0.006666667,0
20/01/2021,WO2.210006,FALSE,FALSE,0,27,17071,88.03921569,2.04,179.6,0,382.7,0.7,0,0,3,0.50575,1.4,0
24/01/2021,WO2.210009,FALSE,FALSE,0,27,18932,2732.080749,2.7889,7619.5,0,1412.8,1.3,0,0,3,21.088,1.571666667,0.333333333
28/04/2021,WO2.210083,FALSE,FALSE,0,27,18932,101.1868479,2.7889,282.2,0,283.5,0.2,0,0,3,0.78,0.63,0
23/05/2021,WO2.210094,FALSE,FALSE,0,27,18932,738.6424755,2.7889,2060,0,481.3,0.7,0,0,3,5.7,0.75,0
05/03/2021,WO2.210041,FALSE,FALSE,0,27,18932,698.1605651,2.7889,1947.1,0,1234.1,0.2,0,0,3,5.39,3.61,0
28/04/2021,WO2.210082,FALSE,FALSE,0,27,18932,1295.134282,2.7889,3612,0,499.2,1.3,0,0,3,10,0.79,0
23/04/2021,WO2.210073,FALSE,FALSE,0,27,18932,2539.675141,2.7889,7082.9,0,925.7,0.8,0,0,3,19.61,2.12,0
23/01/2021,WO2.210008,FALSE,FALSE,0,27,18932,2762.271863,2.7889,7703.7,0,1563.9,1.5,0,0,3,21.32475,2.675,0
01/03/2021,WO2.210040,FALSE,FALSE,0,27,18932,2519.416257,2.7889,7026.4,0,1090.2,1.3,0,0,3,19.45,1.39,0.28
26/02/2021,WO2.210036,FALSE,FALSE,0,27,18932,657.6786547,2.7889,1834.2,0,1005.8,1.5,0,0,3,5.08,8.54,0
22/04/2021,WO2.210073,FALSE,FALSE,0,27,18932,1315.357309,2.7889,3668.4,0,937.7,0.5,0,0,3,10.16,1.67,0
25/01/2021,WO2.210009,FALSE,FALSE,0,27,18932,1426.655671,2.7889,3978.8,0,553.7,0.9,0,0,3,11.0155,0.265,0
02/03/2021,WO2.210040,FALSE,FALSE,0,27,18932,1426.655671,2.7889,3978.8,0,514.8,0.5,0,0,3,11.02,0.04,0
29/04/2021,WO2.210083,FALSE,FALSE,0,27,18932,885.3311341,2.7889,2469.1,0,271.6,0,0,0,3,6.85,0.29,0
29/01/2021,WO1.210051,FALSE,FALSE,0,27,10043,158.1545559,2.1675,342.8,0,352.2,0,0,0,3,0.879285714,1.57,1.166666667
27/04/2021,WO2.210082,FALSE,FALSE,0,27,18932,728.4951056,2.7889,2031.7,0,336.7,0.5,0,0,3,5.62,0.3,0
03/02/2021,WO2.210025,FALSE,FALSE,0,27,22452,625.290435,6.1976,3875.3,0,1910.2,0.4,0,0,3,11.35,4.74,0
18/03/2021,WO2.210052,FALSE,FALSE,0,27,18932,505.8983829,2.7889,1410.9,0,243.1,0,0,0,3,3.91,0.08,0
18/04/2021,WO2.210069,FALSE,FALSE,0,27,18932,2023.593531,2.7889,5643.6,0,686.5,0.8,0,0,3,15.63,0,0
24/05/2021,WO2.210094,FALSE,FALSE,0,27,18932,172.0032988,2.7889,479.7,0,90.2,0,0,0,3,1.33,0.12,0
07/03/2021,WO2.210041,FALSE,FALSE,0,27,18932,1436.731328,2.7889,4006.9,0,1050.1,1.1,0,0,3,11.09,0.66,0
22/01/2021,WO2.210008,FALSE,FALSE,0,27,18932,748.7181326,2.7889,2088.1,0,345.3,0.5,0,0,3,5.781,0.301666667,0
18/01/2021,WO2.210002,FALSE,FALSE,0,27,18932,359.1738678,2.7889,1001.7,0,398.3,0,0,0,3,2.77025,1.075,0
02/02/2021,WO2.210025,FALSE,FALSE,0,27,22452,386.4883181,6.1976,2395.3,0,1398.8,1,0,0,3,7.07,7.93,1
18/03/2021,WO1.210158,FALSE,FALSE,0,27,10820,217.5297469,7.1604,1557.6,0,672.4,0.6,0,0,3,5.5,7.32,0.25
29/01/2021,WO1.210051,FALSE,FALSE,0,27,10246,306.555105,1.9481,597.2,0,558.1,0.2,0,0,3,1.751363636,0.683333333,0
18/01/2021,WO2.210002,FALSE,FALSE,0,27,18992,75.83414318,3.087,234.1,0,22.5,0.4,0,0,3,0.6415,0,0
26/02/2021,WO2.210036,FALSE,FALSE,0,27,18992,101.1013929,3.087,312.1,0,30.4,0,0,0,3,0.86,0,0
17/03/2021,WO2.210048,FALSE,FALSE,0,27,18992,121.3151927,3.087,374.5,0,39.2,0,0,0,3,1.03,0,0
29/04/2021,WO2.210083,FALSE,FALSE,0,27,18992,181.9565922,3.087,561.7,0,229.9,0.2,0,0,3,1.54,0,0
08/04/2021,WO2.210056,FALSE,FALSE,0,27,19014,2172.9966,1.0295,2237.1,0,290.9,0.5,0,0,3,6.18,0.13,0
21/05/2021,WO1.210248,FALSE,FALSE,0,27,29138,98.96760413,0.8427,83.4,0,413.5,0,0,0,3,0.21,0.83,0
17/03/2021,WO2.210049,FALSE,FALSE,0,27,21416,50.5236083,0.5443,27.5,0,52.8,0,0,0,3,0.07,0.45,0
22/01/2021,WO2.210007,FALSE,FALSE,0,27,19797,126.3087441,4.1834,528.4,0,481.5,0.4,0,0,3,1.933,0.526666667,0
01/03/2021,WO2.210039,FALSE,FALSE,0,27,19797,101.0422145,4.1834,422.7,0,185.2,0,0,0,3,1.52,0,0
06/05/2021,WO1.210228,FALSE,FALSE,0,27,10246,237.5648067,1.9481,462.8,0,388.8,0.5,0,0,3,1.42,1.12,0
19/04/2021,WO2.210069,FALSE,FALSE,0,27,19797,103.0501506,4.1834,431.1,0,390.5,0.5,0,0,3,1.59,0.47,0
21/01/2021,WO2.210010,FALSE,FALSE,0,27,19014,2424.672171,1.0295,2496.2,0,556.5,0.3,0,0,3,6.86875,0.961666667,0
18/04/2021,WO2.210069,FALSE,FALSE,0,27,19797,149.5195296,4.1834,625.5,0,321.5,0,0,0,3,2.31,0.06,0
08/04/2021,WO2.210056,FALSE,FALSE,0,27,18941,151.536518,3.4038,515.8,0,72.3,0,0,0,3,1.43,0.08,0
07/05/2021,WO1.210228,FALSE,FALSE,0,27,10246,69.29829064,1.9481,135,0,38.1,0,0,0,3,0.41,0,0
01/03/2021,WO2.210039,FALSE,FALSE,0,27,22187,202.0386334,1.5893,321.1,0,71.4,0,0,0,3,1.18,0,0
26/04/2021,WO1.210222,FALSE,FALSE,0,27,29171,1060.690943,0.48195,511.2,0,1133.4,1.4,0,0,3,1.43,1.44,0
28/02/2021,WO2.210038,FALSE,FALSE,0,27,21416,1818.298732,0.5443,989.7,0,527.6,0.5,0,0,3,3.52,0.07,0.2
25/05/2021,WO1.210255,FALSE,FALSE,0,27,10178,990.4035433,1.6256,1610,0,120,0,0,0,3,3.84,0,0
24/05/2021,WO1.210254,FALSE,FALSE,0,27,10178,990.4035433,1.6256,1610,0,120,0,0,0,3,3.84,0,0
26/04/2021,WO2.210079,FALSE,FALSE,0,27,18860,1514.674034,1.935664,2931.9,0,788,0.3,0,0,3,8.11,5.05,2
02/03/2021,WO3.210013,FALSE,TRUE,0,27,19187,25.24444444,2.25,56.8,0,274.2,0,0,0,3,0.15,0,0
09/04/2021,WO3.210031,FALSE,TRUE,0,27,17174,25.2435469,1.4063,35.5,0,204.5,0,0,0,3,0.1,0.83,0
21/05/2021,WO1.210248,FALSE,FALSE,0,27,10178,297.1825787,1.6256,483.1,0,36.8,0.3,0,0,3,1.19,0,0
08/03/2021,WO1.210145,FALSE,FALSE,0,27,19219,504.7843137,1.9125,965.4,0,119.8,0.5,0,0,3,2.48,0.09,0
07/05/2021,WO1.210228,FALSE,FALSE,0,27,20088,151.4341274,2.057,311.5,0,69.9,0,0,0,3,0.91,0,0
23/05/2021,WO1.210247,FALSE,FALSE,0,27,10178,673.6589567,1.6256,1095.1,0,83.9,0,0,0,3,2.74,0.58,0
22/05/2021,WO1.210247,FALSE,FALSE,0,27,10178,1803.088091,1.6256,2931.1,0,300.9,0.3,0,0,3,7.37,0.15,0
03/02/2021,WO1.210068,FALSE,FALSE,0,27,10194,198.1422244,3.2512,644.2,0,250.8,0,0,0,3,1.59,4.92,0
02/01/2021,WO1.200577,FALSE,FALSE,0,27,19219,504.7320261,1.9125,965.3,0,297.7,0,0,0,3,2.380909091,0.5,0
08/03/2021,WO1.210143,FALSE,FALSE,0,27,19219,504.7320261,1.9125,965.3,0,375,0.5,0,0,3,2.48,1,0
31/01/2021,WO1.210063,FALSE,FALSE,0,27,10178,495.3863189,1.6256,805.3,0,81,0,0,0,3,2.065714286,0,0
19/01/2021,WO2.210006,FALSE,FALSE,0,27,19223,252.3297491,2.0925,528,0,460.1,1.3,0,0,3,1.42025,1.413333333,0
28/04/2021,WO2.210082,FALSE,FALSE,0,27,19223,504.6594982,2.0925,1056,0,86.8,0,0,0,3,2.86,0,0
29/05/2021,WO1.210243,FALSE,FALSE,0,27,10154,2972.692308,1.04,3091.6,0,828.4,0.3,0,0,3,8.27,1.07,0
20/05/2021,WO1.210246,FALSE,FALSE,0,27,10070,34.31372549,5.1,175,0,578,0.5,0,0,3,0.47,0.75,0
23/04/2021,WO2.210078,FALSE,FALSE,0,27,19223,403.6798088,2.0925,844.7,0,543.6,0.5,0,0,3,2.27,0,0
27/02/2021,WO2.210037,FALSE,FALSE,0,27,19377,1210.986737,1.0631,1287.4,0,547.8,0.4,0,0,3,3.47,1.34,0
17/03/2021,WO3.210020,FALSE,TRUE,0,27,17222,24.77676776,1.2431,30.8,0,311.2,0,0,0,3,0.11,0.91,0
08/04/2021,WO2.210056,FALSE,FALSE,0,27,19377,1715.266673,1.0631,1823.5,0,151.5,0,0,0,3,4.94,0,0
16/01/2021,WO1.210023,FALSE,FALSE,0,27,19229,1008.941176,2.125,2144,0,428.8,0.3,0,0,3,5.391627907,0.818333333,0
07/04/2021,WO3.210028,FALSE,TRUE,0,27,18141,25.22273811,1.5938,40.2,0,288.8,0,0,0,3,0.11,0,0
23/05/2021,WO1.210247,FALSE,FALSE,0,27,19229,1008.894118,2.125,2143.9,0,456,0.5,0,0,3,5.37,2.97,1.75
08/03/2021,WO1.210143,FALSE,FALSE,0,27,19229,1008.847059,2.125,2143.8,0,460.1,0.3,0,0,3,5.49,1.06,0
08/03/2021,WO1.210145,FALSE,FALSE,0,27,19229,504.4235294,2.125,1071.9,0,81.8,0,0,0,3,2.75,0,0
23/05/2021,WO1.210247,FALSE,FALSE,0,27,19219,504.4183007,1.9125,964.7,0,603.7,1,0,0,3,2.43,1.7,0
22/01/2021,WO2.210007,FALSE,FALSE,0,27,19252,1109.615661,2.7788,3083.4,0,660.4,0.3,0,0,3,8.2805,0.975,0
08/04/2021,WO1.210200,FALSE,FALSE,0,27,19298,70.61176471,4.25,300.1,0,734.8,0,0,0,3,0.75,1.83,2.5
30/01/2021,WO1.210063,FALSE,FALSE,0,27,10268,148.7889273,6.5025,967.5,0,482.1,0.9,0,0,3,2.496666667,0.79,0
19/03/2021,WO1.210161,FALSE,FALSE,0,27,10268,19.83852364,6.5025,129,0,230.3,0.4,0,0,3,0.32,0.43,0
28/05/2021,WO1.210264,FALSE,FALSE,0,27,10268,228.1430219,6.5025,1483.5,0,248.3,0,0,0,3,4.42,1,0
09/04/2021,WO3.210030,FALSE,TRUE,0,27,10268,29.75778547,6.5025,193.5,0,134.5,0,0,0,3,0.49,0.06,0
28/01/2021,WO1.210045,FALSE,FALSE,0,27,10071,99.19261822,5.202,516,0,217.3,0.2,0,0,3,1.185111111,0.333333333,0
09/03/2021,WO1.210128,FALSE,FALSE,0,27,10071,99.19261822,5.202,516,0,682.2,0.4,0,0,3,1.32,1.77,0
20/04/2021,WO2.210070,FALSE,FALSE,0,27,10170,79.35523869,2.5808,204.8,0,136.9,0.2,0,0,3,0.56,0.86,0
